"FileName","Precipitant Type","Precipitant","Precipitant Annotator","Precipitant Span Start","Precipitant Span End","Object Type","Object","Object Annotator","Metabolite Active Ingredient","Object Span Start","Object Span End","Modality","Interaction Phrase Type","Interaction Phrase","Interaction Phrase Annotator","Interaction Phrase Span Start","Interaction Phrase Span End"
"package-insert-section-187.txt","Active ingredient","atazanavir ","consensus set annotator team",2403,2413,"Active ingredient","erythromycin ","consensus set annotator team",,2510,2522,"Negative","Qualitative","clinically significant drug interactions are not expected ","consensus set annotator team",2328,2385
"package-insert-section-187.txt","Drug product","REYATAZ ","consensus set annotator team",2524,2531,"Active ingredient","metoprolol ","consensus set annotator team",,2609,2619,"Negative","Qualitative","does not interact ","consensus set annotator team",2532,2549
"package-insert-section-187.txt","Drug product","REYATAZ ","consensus set annotator team",2524,2531,"Active ingredient","desipramine ","consensus set annotator team",,2596,2607,"Negative","Qualitative","does not interact ","consensus set annotator team",2532,2549
"package-insert-section-187.txt","Drug product","REYATAZ ","consensus set annotator team",2699,2706,"Active ingredient","acetaminophen ","consensus set annotator team",,2755,2768,"Negative","Qualitative","no clinically significant drug interactions were observed ","consensus set annotator team",2636,2693
"package-insert-section-187.txt","Drug product","REYATAZ ","consensus set annotator team",2699,2706,"Active ingredient","fluconazole ","consensus set annotator team",,2742,2753,"Negative","Qualitative","no clinically significant drug interactions were observed ","consensus set annotator team",2636,2693
"package-insert-section-187.txt","Drug product","REYATAZ ","consensus set annotator team",2699,2706,"Active ingredient","methadone ","consensus set annotator team",,2731,2740,"Negative","Qualitative","no clinically significant drug interactions were observed ","consensus set annotator team",2636,2693
"package-insert-section-187.txt","Drug product","REYATAZ ","consensus set annotator team",2699,2706,"Active ingredient","atenolol ","consensus set annotator team",,2773,2781,"Negative","Qualitative","no clinically significant drug interactions were observed ","consensus set annotator team",2636,2693
"package-insert-section-187.txt","Drug product","REYATAZ ","consensus set annotator team",466,473,"Active ingredient","repaglinide ","consensus set annotator team",,597,608,"Positive","Qualitative","Caution should be used ","consensus set annotator team",438,460
"package-insert-section-187.txt","Active ingredient","atazanavir ","consensus set annotator team",2403,2413,"Active ingredient","fluvastatin ","consensus set annotator team",,2427,2438,"Negative","Qualitative","clinically significant drug interactions are not expected ","consensus set annotator team",2328,2385
"package-insert-section-187.txt","Drug product","REYATAZ ","consensus set annotator team",466,473,"Active ingredient","paclitaxel ","consensus set annotator team",,585,595,"Positive","Qualitative","Caution should be used ","consensus set annotator team",438,460
"package-insert-section-188.txt","Active ingredient","atazanavir ","consensus set annotator team",1469,1479,"Active ingredient","diltiazem ","consensus set annotator team",,1502,1511,"Positive","Quantitative","there was a 2-fold increase in the diltiazem plasma concentration and an additive effect on the PR interval ","consensus set annotator team",1550,1657
"package-insert-section-188.txt","Active ingredient","atazanavir ","consensus set annotator team",1694,1704,"Active ingredient","atenolol ","consensus set annotator team",,1727,1735,"Negative","Qualitative","no substantial additive effect ","consensus set annotator team",1764,1794
"package-insert-section-19.txt","Active ingredient","sertraline ","consensus set annotator team",70,80,"Active ingredient","digoxin ","consensus set annotator team",,158,165,"Negative","Qualitative","did not change serum digoxin levels ","consensus set annotator team",137,172
"package-insert-section-191.txt","Active ingredient","fluvastatin ","consensus set annotator team",45,56,"Active ingredient","itraconazole ","consensus set annotator team",,69,81,"Negative","Qualitative","does not affect plasma itraconazole or fluvastatin levels ","consensus set annotator team",106,163
"package-insert-section-191.txt","Active ingredient","itraconazole ","consensus set annotator team",69,81,"Active ingredient","fluvastatin ","consensus set annotator team",,45,56,"Negative","Qualitative","does not affect plasma itraconazole or fluvastatin levels ","consensus set annotator team",106,163
"package-insert-section-192.txt","Active ingredient","Erythromycin ","consensus set annotator team",15,27,"Active ingredient","fluvastatin ","consensus set annotator team",,95,106,"Negative","Qualitative","did not affect steady-state plasma levels ","consensus set annotator team",50,91
"package-insert-section-194.txt","Active ingredient","quinidine ","consensus set annotator team",1724,1733,"Active ingredient","propafenone ","consensus set annotator team",,1775,1786,"Positive","Quantitative","increased steady state concentrations of propafenone 3-fold ","consensus set annotator team",1734,1793
"package-insert-section-194.txt","Active ingredient","rifampin ","consensus set annotator team",1888,1896,"Active ingredient","propafenone ","consensus set annotator team",,1901,1912,"Positive","Quantitative","decreased the plasma concentrations of propafenone by 67% ","consensus set annotator team",1939,1996
"package-insert-section-194.txt","Active ingredient","rifampin ","consensus set annotator team",1888,1896,"Active ingredient","propafenone ","consensus set annotator team",,2159,2170,"Positive","Quantitative","a 50% decrease in propafenone plasma concentrations ","consensus set annotator team",2141,2192
"package-insert-section-194.txt","Active ingredient","rifampin ","consensus set annotator team",1888,1896,"Active ingredient","propafenone ","consensus set annotator team",,2419,2430,"Positive","Quantitative","Both the AUC and Cmax propafenone decreased by 84 ","consensus set annotator team",2397,2446
"package-insert-section-194.txt","Active ingredient","rifampin ","consensus set annotator team",1888,1896,"Active ingredient","propafenone ","consensus set annotator team",,1978,1989,"Positive","Quantitative","concentrations of norpropafenone increased by 30 ","consensus set annotator team",2058,2106
"package-insert-section-194.txt","Active ingredient","rifampin ","consensus set annotator team",1888,1896,"Active ingredient","propafenone ","consensus set annotator team",,1978,1989,"Positive","Quantitative","increased the AUC and Cmax of norpropafenone by 74 and 20 ","consensus set annotator team",2197,2254
"package-insert-section-194.txt","Active ingredient","rifampin ","consensus set annotator team",1888,1896,"Active ingredient","propafenone ","consensus set annotator team",,2419,2430,"Positive","Quantitative","decrease in AUC and Cmax of 5OH-propafenone by 69 and 57% ","consensus set annotator team",2470,2527
"package-insert-section-194.txt","Active ingredient","propafenone ","consensus set annotator team",2562,2573,"Active ingredient","digoxin ","consensus set annotator team",,2578,2585,"Positive","Quantitative","increased steady-state serum digoxin exposure (AUC) in patients by 60 to 270% ","consensus set annotator team",2586,2663
"package-insert-section-194.txt","Active ingredient","propafenone ","consensus set annotator team",2868,2879,"Active ingredient","warfarin ","consensus set annotator team",,2884,2892,"Positive","Quantitative","increased warfarin plasma concentrations at steady state by 39% ","consensus set annotator team",2893,2956
"package-insert-section-194.txt","Active ingredient","propafenone ","consensus set annotator team",3474,3485,"Active ingredient","propranolol ","consensus set annotator team",,3490,3501,"Positive","Quantitative","increased propranolol plasma concentrations at steady state by 113% ","consensus set annotator team",3522,3589
"package-insert-section-194.txt","Active ingredient","propafenone ","consensus set annotator team",3640,3651,"Active ingredient","metoprolol ","consensus set annotator team",,3624,3634,"Positive","Quantitative","increased the metoprolol plasma concentrations at steady state by 100-400% ","consensus set annotator team",3652,3726
"package-insert-section-194.txt","Active ingredient","propranolol ","consensus set annotator team",3815,3826,"Active ingredient","propafenone ","consensus set annotator team",,3752,3763,"Negative","Qualitative","The pharmacokinetics of propafenone was not affected ","consensus set annotator team",3728,3780
"package-insert-section-194.txt","Active ingredient","metoprolol ","consensus set annotator team",3830,3840,"Active ingredient","propafenone ","consensus set annotator team",,3867,3878,"Negative","Qualitative","The pharmacokinetics of propafenone was not affected ","consensus set annotator team",3728,3780
"package-insert-section-194.txt","Active ingredient","lidocaine ","consensus set annotator team",4101,4110,"Active ingredient","propafenone ","consensus set annotator team",,4086,4097,"Negative","Qualitative","No significant effects on the pharmacokinetics of propafenone or lidocaine have been seen ","consensus set annotator team",4036,4125
"package-insert-section-194.txt","Active ingredient","ritonavir ","consensus set annotator team",115,124,"Active ingredient","propafenone ","consensus set annotator team",,283,294,"Positive","Qualitative","cause increased plasma levels ","consensus set annotator team",250,279
"package-insert-section-194.txt","Active ingredient","paroxetine ","consensus set annotator team",103,113,"Active ingredient","propafenone ","consensus set annotator team",,283,294,"Positive","Qualitative","cause increased plasma levels ","consensus set annotator team",250,279
"package-insert-section-194.txt","Active ingredient","desipramine ","consensus set annotator team",90,101,"Active ingredient","propafenone ","consensus set annotator team",,283,294,"Positive","Qualitative","cause increased plasma levels ","consensus set annotator team",250,279
"package-insert-section-194.txt","Active ingredient","saquinavir ","consensus set annotator team",183,193,"Active ingredient","propafenone ","consensus set annotator team",,283,294,"Positive","Qualitative","cause increased plasma levels ","consensus set annotator team",250,279
"package-insert-section-194.txt","Active ingredient","erythromycin ","consensus set annotator team",195,207,"Active ingredient","propafenone ","consensus set annotator team",,283,294,"Positive","Qualitative","cause increased plasma levels ","consensus set annotator team",250,279
"package-insert-section-194.txt","Active ingredient","ritonavir ","consensus set annotator team",172,181,"Active ingredient","propafenone ","consensus set annotator team",,283,294,"Positive","Qualitative","cause increased plasma levels ","consensus set annotator team",250,279
"package-insert-section-194.txt","Active ingredient","ketoconazole ","consensus set annotator team",158,170,"Active ingredient","propafenone ","consensus set annotator team",,283,294,"Positive","Qualitative","cause increased plasma levels ","consensus set annotator team",250,279
"package-insert-section-194.txt","Active ingredient","sertraline ","consensus set annotator team",126,136,"Active ingredient","propafenone ","consensus set annotator team",,283,294,"Positive","Qualitative","cause increased plasma levels ","consensus set annotator team",250,279
"package-insert-section-194.txt","Active ingredient","quinidine ","consensus set annotator team",1421,1430,"Active ingredient","propafenone ","consensus set annotator team",,1487,1498,"Positive","Quantitative","plasma concentrations increased by more that 2-fold for propafenone ","consensus set annotator team",1599,1666
"package-insert-section-194.txt","Active ingredient","fluoxetine ","consensus set annotator team",1065,1075,"Active ingredient","propafenone ","consensus set annotator team",,1049,1060,"Positive","Quantitative","increased the S propafenone Cmax and AUC by 39 and 50% and the R propafenone Cmax and AUC by 71 and 50% ","consensus set annotator team",1102,1205
"package-insert-section-194.txt","Active ingredient","cimetidine ","consensus set annotator team",891,901,"Active ingredient","propafenone ","consensus set annotator team",,849,860,"Positive","Quantitative","20% increase in steady-state plasma concentrations ","consensus set annotator team",939,989
"package-insert-section-194.txt","Active ingredient","propafenone ","consensus set annotator team",4086,4097,"Active ingredient","lidocaine ","consensus set annotator team",,4101,4110,"Negative","Qualitative","No significant effects on the pharmacokinetics of propafenone or lidocaine have been seen ","consensus set annotator team",4036,4125
"package-insert-section-197.txt","Active ingredient","ribavirin ","consensus set annotator team",6728,6737,"Active ingredient","stavudine ","consensus set annotator team",,6763,6772,"Negative","Qualitative","no pharmacokinetic (e.g., plasma concentrations or intracellular triphosphorylated active metabolite concentrations) or pharmacodynamic (e.g., loss of HIV-1/HCV virologic suppression) interaction was observed ","consensus set annotator team",6514,6722
"package-insert-section-197.txt","Active ingredient","ribavirin ","consensus set annotator team",6728,6737,"Active ingredient","zidovudine ","consensus set annotator team",,6786,6796,"Negative","Qualitative","no pharmacokinetic (e.g., plasma concentrations or intracellular triphosphorylated active metabolite concentrations) or pharmacodynamic (e.g., loss of HIV-1/HCV virologic suppression) interaction was observed ","consensus set annotator team",6514,6722
"package-insert-section-197.txt","Active ingredient","ribavirin ","consensus set annotator team",6728,6737,"Active ingredient","lamivudine ","consensus set annotator team",,6742,6752,"Negative","Qualitative","no pharmacokinetic (e.g., plasma concentrations or intracellular triphosphorylated active metabolite concentrations) or pharmacodynamic (e.g., loss of HIV-1/HCV virologic suppression) interaction was observed ","consensus set annotator team",6514,6722
"package-insert-section-197.txt","Active ingredient","zidovudine ","consensus set annotator team",6138,6148,"Active ingredient","phenytoin ","consensus set annotator team",,6093,6102,"Negative","Qualitative","no change in phenytoin kinetics ","consensus set annotator team",6184,6215
"package-insert-section-197.txt","Active ingredient","phenytoin ","consensus set annotator team",6286,6295,"Active ingredient","zidovudine ","consensus set annotator team",,6299,6309,"Positive","Quantitative","30% decrease in oral zidovudine clearance was observed ","consensus set annotator team",6322,6376
"package-insert-section-197.txt","Active ingredient","zidovudine ","consensus set annotator team",5923,5933,"Active ingredient","Phenytoin ","consensus set annotator team",,5843,5852,"Positive","Qualitative","plasma levels have been reported to be low ","consensus set annotator team",5853,5895
"package-insert-section-198.txt","Active ingredient","methadone ","consensus set annotator team",66,75,"Active ingredient","didanosine ","consensus set annotator team",,114,124,"Positive","Qualitative","decreased the AUC and peak levels ","consensus set annotator team",76,109
"package-insert-section-198.txt","Active ingredient","methadone ","consensus set annotator team",66,75,"Active ingredient","stavudine ","consensus set annotator team",,129,138,"Positive","Qualitative","decreased the AUC and peak levels ","consensus set annotator team",76,109
"package-insert-section-199.txt","Active ingredient","methadone ","consensus set annotator team",52,61,"Active ingredient","zidovudine ","consensus set annotator team",,125,135,"Positive","Qualitative","increased the area under the concentration-time curve (AUC) ","consensus set annotator team",62,121
"package-insert-section-200.txt","Active ingredient","rifampin ","consensus set annotator team",82,90,"Active ingredient","methadone ","consensus set annotator team",,41,50,"Positive","Qualitative","reduction in serum methadone levels ","consensus set annotator team",112,147
"package-insert-section-201.txt","Active ingredient","phenytoin ","consensus set annotator team",86,95,"Active ingredient","methadone ","consensus set annotator team",,55,64,"Positive","Quantitative","50% reduction in methadone exposure ","consensus set annotator team",214,249
"package-insert-section-202.txt","Active ingredient","voriconazole ","consensus set annotator team",49,61,"Active ingredient","methadone ","consensus set annotator team",,147,156,"Positive","Quantitative","Cmax and AUC of (S)-methadone increased by 65% and 103% ","consensus set annotator team",261,316
"package-insert-section-202.txt","Active ingredient","voriconazole ","consensus set annotator team",49,61,"Active ingredient","methadone ","consensus set annotator team",,281,290,"Positive","Quantitative","Cmax and AUC of (S)-methadone increased by 65% and 103% ","consensus set annotator team",261,316
"package-insert-section-203.txt","Active ingredient","methadone ","consensus set annotator team",72,81,"Active ingredient","desipramine ","consensus set annotator team",,29,40,"Positive","Qualitative","Blood levels of desipramine have increased ","consensus set annotator team",13,55
"package-insert-section-207.txt","Active ingredient","clopidogrel ","consensus set annotator team",1465,1476,"Active ingredient","warfarin ","consensus set annotator team",,1532,1540,"Negative","Qualitative","did not modify the pharmacokinetics ","consensus set annotator team",1491,1526
"package-insert-section-207.txt","Active ingredient","omeprazole ","consensus set annotator team",597,607,"Active ingredient","clopidogrel ","consensus set annotator team",,696,707,"Positive","Quantitative","exposure to the active metabolite of clopidogrel was decreased by 46% (Day 1) and 42% (Day 5 ","consensus set annotator team",659,751
"package-insert-section-207.txt","Active ingredient","omeprazole ","consensus set annotator team",769,779,"Drug product","Plavix ","consensus set annotator team",,758,764,"Positive","Quantitative","exposure to the active metabolite of clopidogrel was decreased by 46% (Day 1) and 42% (Day 5 ","consensus set annotator team",659,751
"package-insert-section-21.txt","Active ingredient","fluconazole ","consensus set annotator team",333,344,"Active ingredient","norethindrone ","consensus set annotator team",,511,524,"Positive","Qualitative","resulted in small increases in the mean AUCs ","consensus set annotator team",352,396
"package-insert-section-21.txt","Active ingredient","fluconazole ","consensus set annotator team",333,344,"Active ingredient","ethinyl estradiol ","consensus set annotator team",,489,506,"Positive","Qualitative","resulted in small increases in the mean AUCs ","consensus set annotator team",352,396
"package-insert-section-22.txt","Active ingredient","fluconazole ","consensus set annotator team",282,293,"Active ingredient","ethinyl estradiol ","consensus set annotator team",,316,333,"Negative","Qualitative","no significant difference in ethinyl estradiol or levonorgestrel AUC ","consensus set annotator team",176,244
"package-insert-section-22.txt","Active ingredient","fluconazole ","consensus set annotator team",282,293,"Active ingredient","levonorgestrel ","consensus set annotator team",,226,240,"Negative","Qualitative","no significant difference in ethinyl estradiol or levonorgestrel AUC ","consensus set annotator team",176,244
"package-insert-section-23.txt","Active ingredient","cimetidine ","consensus set annotator team",179,189,"Active ingredient","fluconazole ","consensus set annotator team",,287,298,"Positive","Quantitative","decrease in fluconazole AUC of 13% ? 11% (range: -3.4 to -31%) and Cmax decreased 19% ? 14% (range: -5 to -40% ","consensus set annotator team",275,385
"package-insert-section-23.txt","Active ingredient","cimetidine ","consensus set annotator team",419,429,"Active ingredient","fluconazole ","consensus set annotator team",,546,557,"Negative","Qualitative","did not affect the bioavailability or pharmacokinetics ","consensus set annotator team",566,620
"package-insert-section-24.txt","Active ingredient","rifampin ","consensus set annotator team",76,84,"Active ingredient","Fluconazole ","consensus set annotator team",,435,446,"Positive","Quantitative","half-life decreased from 33.4 ? 4.4 hours to 26.8 ? 3.9 hours ","consensus set annotator team",447,508
"package-insert-section-24.txt","Active ingredient","rifampin ","consensus set annotator team",76,84,"Active ingredient","fluconazole ","consensus set annotator team",,47,58,"Positive","Qualitative","significant decrease in fluconazole AUC ","consensus set annotator team",161,200
"package-insert-section-25.txt","Active ingredient","fluconazole ","consensus set annotator team",186,197,"Active ingredient","phenytoin ","consensus set annotator team",,349,358,"Positive","Quantitative","increase in phenytoin AUC was 88% ","consensus set annotator team",337,370
"package-insert-section-26.txt","Active ingredient","fluconazole ","consensus set annotator team",81,92,"Active ingredient","cyclosporine ","consensus set annotator team",,304,316,"Positive","Qualitative","significant increase in cyclosporine AUC, Cmax, Cmin ","consensus set annotator team",280,332
"package-insert-section-27.txt","Active ingredient","fluconazole ","consensus set annotator team",304,315,"Active ingredient","zidovudine ","consensus set annotator team",,257,267,"Positive","Qualitative","significant increase in zidovudine AUC ","consensus set annotator team",233,271
"package-insert-section-28.txt","Active ingredient","fluconazole ","consensus set annotator team",155,166,"Active ingredient","theophylline ","consensus set annotator team",,354,366,"Positive","Qualitative","significant increases in theophylline AUC, Cmax, and half-life ","consensus set annotator team",233,295
"package-insert-section-28.txt","Active ingredient","fluconazole ","consensus set annotator team",155,166,"Active ingredient","theophylline ","consensus set annotator team",,354,366,"Positive","Qualitative","significant increases in theophylline AUC, Cmax, and half-life ","consensus set annotator team",233,295
"package-insert-section-29.txt","Active ingredient","fluconazole ","consensus set annotator team",142,153,"Active ingredient","Tolbutamide ","consensus set annotator team",,237,248,"Positive","Quantitative","Tolbutamide Cmax increased 11% ","consensus set annotator team",237,267
"package-insert-section-29.txt","Active ingredient","fluconazole ","consensus set annotator team",142,153,"Active ingredient","tolbutamide ","consensus set annotator team",,189,200,"Positive","Quantitative","increase in tolbutamide AUC of 26% ","consensus set annotator team",177,211
"package-insert-section-30.txt","Active ingredient","fluconazole ","consensus set annotator team",112,123,"Active ingredient","glipizide ","consensus set annotator team",,20,29,"Positive","Qualitative","The AUC and Cmax of glipizide (2.5 mg single dose) were significantly increased ","consensus set annotator team",0,79
"package-insert-section-31.txt","Active ingredient","fluconazole ","consensus set annotator team",110,121,"Active ingredient","glyburide ","consensus set annotator team",,20,29,"Positive","Qualitative","The AUC and Cmax of glyburide (5 mg single dose) were significantly increased ","consensus set annotator team",0,77
"package-insert-section-32.txt","Active ingredient","fluconazole ","consensus set annotator team",636,647,"Active ingredient","midazolam ","consensus set annotator team",,662,671,"Positive","Quantitative","increased the midazolam AUC and Cmax by 259% and 74% ","consensus set annotator team",648,700
"package-insert-section-32.txt","Active ingredient","Fluconazole ","consensus set annotator team",441,452,"Active ingredient","midazolam ","consensus set annotator team",,481,490,"Positive","Quantitative","reduced the clearance of IV midazolam by 51% ","consensus set annotator team",453,497
"package-insert-section-32.txt","Active ingredient","fluconazole ","consensus set annotator team",527,538,"Active ingredient","midazolam ","consensus set annotator team",,553,562,"Positive","Quantitative","increased the midazolam AUC and Cmax by 259% and 150% ","consensus set annotator team",539,592
"package-insert-section-33.txt","Active ingredient","fluconazole ","consensus set annotator team",350,361,"Active ingredient","azithromycin ","consensus set annotator team",,366,378,"Negative","Qualitative","no significant pharmacokinetic interaction ","consensus set annotator team",299,341
"package-insert-section-33.txt","Active ingredient","azithromycin ","consensus set annotator team",366,378,"Active ingredient","fluconazole ","consensus set annotator team",,350,361,"Negative","Qualitative","no significant pharmacokinetic interaction ","consensus set annotator team",299,341
"package-insert-section-35.txt","Active ingredient","magnesium ","consensus set annotator team",20,29,"Active ingredient","nitrofurantoin ","consensus set annotator team",,80,94,"Positive","Qualitative","reduce both the rate and extent of absorption ","consensus set annotator team",96,141
"package-insert-section-36.txt","Active ingredient","probenecid ","consensus set annotator team",26,36,"Active ingredient","nitrofurantoin ","consensus set annotator team",,138,152,"Positive","Qualitative","increase in nitrofurantoin serum levels ","consensus set annotator team",126,165
"package-insert-section-36.txt","Active ingredient","sulfinpyrazone ","consensus set annotator team",41,55,"Active ingredient","nitrofurantoin ","consensus set annotator team",,138,152,"Positive","Qualitative","increase in nitrofurantoin serum levels ","consensus set annotator team",126,165
"package-insert-section-38.txt","Active ingredient","fluvoxamine ","consensus set annotator team",296,307,"Active ingredient","thioridazine ","consensus set annotator team",,172,184,"Positive","Quantitative","Concentrations of thioridazine and its two active metabolites, mesoridazine and sulforidazine, increased 3-fold ","consensus set annotator team",154,265
"package-insert-section-38.txt","Active ingredient","fluvoxamine ","consensus set annotator team",296,307,"Metabolite","mesoridazine ","consensus set annotator team","thioridazine ",217,229,"Positive","Quantitative","Concentrations of thioridazine and its two active metabolites, mesoridazine and sulforidazine, increased 3-fold ","consensus set annotator team",154,265
"package-insert-section-38.txt","Active ingredient","fluvoxamine ","consensus set annotator team",296,307,"Metabolite","sulforidazine ","consensus set annotator team","thioridazine ",234,247,"Positive","Quantitative","Concentrations of thioridazine and its two active metabolites, mesoridazine and sulforidazine, increased 3-fold ","consensus set annotator team",154,265
"package-insert-section-40.txt","Active ingredient","fluconazole ","consensus set annotator team",586,597,"Active ingredient","glipizide ","consensus set annotator team",,566,575,"Positive","Quantitative","percentage increase in the glipizide AUC after fluconazole administration was 56.9% ","consensus set annotator team",539,622
"package-insert-section-42.txt","Active ingredient","allopurinol ","consensus set annotator team",105,116,"Active ingredient","mercaptopurine ","consensus set annotator team",,241,255,"Positive","Quantitative","a reduction in dose to approximately one-third to one-fourth of the usual dose ","consensus set annotator team",159,237
"package-insert-section-42.txt","Active ingredient","allopurinol ","consensus set annotator team",105,116,"Active ingredient","azathioprine ","consensus set annotator team",,259,271,"Positive","Quantitative","a reduction in dose to approximately one-third to one-fourth of the usual dose ","consensus set annotator team",159,237
"package-insert-section-44.txt","Active ingredient","paroxetine ","consensus set annotator team",69,79,"Active ingredient","pimozide ","consensus set annotator team",,213,221,"Positive","Quantitative","increases in pimozide AUC of 151% and Cmax of 62% ","consensus set annotator team",200,249
"package-insert-section-45.txt","Active ingredient","phenobarbital ","consensus set annotator team",147,160,"Active ingredient","paroxetine ","consensus set annotator team",,115,125,"Positive","Quantitative","AUC and T? were reduced (by an average of 25% and 38% ","consensus set annotator team",218,271
"package-insert-section-46.txt","Active ingredient","paroxetine ","consensus set annotator team",365,375,"Active ingredient","phenytoin ","consensus set annotator team",,335,344,"Positive","Quantitative","AUC was slightly reduced (12% on average) ","consensus set annotator team",431,472
"package-insert-section-46.txt","Active ingredient","phenytoin ","consensus set annotator team",83,92,"Active ingredient","paroxetine ","consensus set annotator team",,51,61,"Positive","Quantitative","AUC and T? were reduced (by an average of 50% and 35% ","consensus set annotator team",150,203
"package-insert-section-47.txt","Active ingredient","paroxetine ","consensus set annotator team",1273,1283,"Active ingredient","atomoxetine ","consensus set annotator team",,1464,1475,"Positive","Quantitative","atomoxetine Cmax values that were 3- to 4-fold greater ","consensus set annotator team",1464,1518
"package-insert-section-47.txt","Active ingredient","paroxetine ","consensus set annotator team",752,762,"Active ingredient","risperidone ","consensus set annotator team",,1024,1035,"Positive","Quantitative","increased concentrations of the active moiety (the sum of risperidone plus 9-hydroxyrisperidone) approximately 1.4-fold ","consensus set annotator team",966,1085
"package-insert-section-47.txt","Active ingredient","paroxetine ","consensus set annotator team",752,762,"Metabolite","9-hydroxyrisperidone ","consensus set annotator team","risperidone ",907,927,"Positive","Quantitative","decreased 9-hydroxyrisperidone concentrations approximately 10% ","consensus set annotator team",897,960
"package-insert-section-47.txt","Active ingredient","paroxetine ","consensus set annotator team",445,455,"Active ingredient","desipramine ","consensus set annotator team",,528,539,"Positive","Quantitative","increased single-dose desipramine (100 mg) Cmax, AUC, and T? by an average of approximately 2-, 5-, and 3-fold ","consensus set annotator team",506,616
"package-insert-section-47.txt","Active ingredient","paroxetine ","consensus set annotator team",1273,1283,"Active ingredient","atomoxetine ","consensus set annotator team",,1403,1414,"Positive","Quantitative","increases in steady state atomoxetine AUC values that were 6- to 8-fold greater ","consensus set annotator team",1377,1456
"package-insert-section-47.txt","Active ingredient","paroxetine ","consensus set annotator team",752,762,"Active ingredient","risperidone ","consensus set annotator team",,863,874,"Positive","Quantitative","increased mean plasma concentrations of risperidone approximately 4-fold ","consensus set annotator team",823,895
"package-insert-section-48.txt","Active ingredient","paroxetine ","consensus set annotator team",93,103,"Active ingredient","terfenadine ","consensus set annotator team",,108,119,"Negative","Qualitative","no effect of paroxetine on terfenadine pharmacokinetics ","consensus set annotator team",155,210
"package-insert-section-49.txt","Active ingredient","paroxetine ","consensus set annotator team",133,143,"Active ingredient","lithium ","consensus set annotator team",,148,155,"Negative","Qualitative","no pharmacokinetic interaction ","consensus set annotator team",94,124
"package-insert-section-49.txt","Active ingredient","lithium ","consensus set annotator team",148,155,"Active ingredient","paroxetine ","consensus set annotator team",,133,143,"Negative","Qualitative","no pharmacokinetic interaction ","consensus set annotator team",94,124
"package-insert-section-5.txt","Active ingredient","ketoconazole ","consensus set annotator team",4165,4177,"Metabolite","ODV ","consensus set annotator team","Venlafaxine ",4454,4457,"Positive","Quantitative","AUC increased by 21% in EM subjects and 70% in PM subjects ","consensus set annotator team",4347,4405
"package-insert-section-5.txt","Active ingredient","ketoconazole ","consensus set annotator team",4165,4177,"Active ingredient","Venlafaxine ","consensus set annotator team",,4335,4346,"Positive","Quantitative","AUC increased by 21% in EM subjects and 70% in PM subjects ","consensus set annotator team",4347,4405
"package-insert-section-5.txt","Active ingredient","ketoconazole ","consensus set annotator team",4165,4177,"Metabolite","ODV ","consensus set annotator team","Venlafaxine ",4268,4271,"Positive","Quantitative","Cmax increased by 26% in EM subjects and 48% in PM subjects ","consensus set annotator team",4191,4250
"package-insert-section-5.txt","Active ingredient","ketoconazole ","consensus set annotator team",4165,4177,"Active ingredient","Venlafaxine ","consensus set annotator team",,4179,4190,"Positive","Quantitative","Cmax increased by 26% in EM subjects and 48% in PM subjects ","consensus set annotator team",4191,4250
"package-insert-section-5.txt","Active ingredient","lithium ","consensus set annotator team",2456,2463,"Metabolite","ODV ","consensus set annotator team","venlafaxine ",2510,2513,"Negative","Qualitative","no effect on the pharmacokinetics ","consensus set annotator team",2551,2584
"package-insert-section-5.txt","Active ingredient","Venlafaxine ","consensus set annotator team",6788,6799,"Active ingredient","risperidone ","consensus set annotator team",,7056,7067,"Positive","Quantitative","32% increase in risperidone AUC ","consensus set annotator team",7040,7071
"package-insert-section-5.txt","Active ingredient","venlafaxine ","consensus set annotator team",5761,5772,"Metabolite","?-hydroxymetoprolol ","consensus set annotator team","metoprolol ",6097,6116,"Negative","Qualitative","without altering the plasma concentrations of its active metabolite, ?-hydroxymetoprolol ","consensus set annotator team",6028,6116
"package-insert-section-5.txt","Active ingredient","venlafaxine ","consensus set annotator team",5761,5772,"Active ingredient","metoprolol ","consensus set annotator team",,5990,6000,"Positive","Quantitative","an increase of plasma concentrations of metoprolol by approximately 30 to 40% ","consensus set annotator team",5950,6027
"package-insert-section-5.txt","Active ingredient","Imipramine ","consensus set annotator team",5572,5582,"Metabolite","ODV ","consensus set annotator team","venlafaxine ",5638,5641,"Negative","Qualitative","did not affect the pharmacokinetics ","consensus set annotator team",5583,5618
"package-insert-section-5.txt","Active ingredient","Imipramine ","consensus set annotator team",5572,5582,"Active ingredient","venlafaxine ","consensus set annotator team",,5622,5633,"Negative","Qualitative","did not affect the pharmacokinetics ","consensus set annotator team",5583,5618
"package-insert-section-5.txt","Active ingredient","venlafaxine ","consensus set annotator team",5499,5510,"Metabolite","2-OH-desipramine ","consensus set annotator team","imipramine ",5439,5455,"Positive","Quantitative","AUC's increased by at least 2.5 fold (with venlafaxine 37.5 mg q12h) and by 4.5 fold ","consensus set annotator team",5456,5540
"package-insert-section-5.txt","Active ingredient","venlafaxine ","consensus set annotator team",5422,5433,"Active ingredient","desipramine ","consensus set annotator team",,5348,5359,"Positive","Quantitative","AUC, Cmax, and Cmin increased by about 35% ","consensus set annotator team",5360,5402
