DrugDDI.d0.s0.e0	DrugDDI.d0.s0.e1	0
DrugDDI.d334.s20.e0	DrugDDI.d334.s20.e1	1
DrugDDI.d334.s21.e0	DrugDDI.d334.s21.e1	1
DrugDDI.d334.s22.e0	DrugDDI.d334.s22.e1	0
DrugDDI.d336.s0.e0	DrugDDI.d336.s0.e1	1
DrugDDI.d336.s1.e0	DrugDDI.d336.s1.e1	1
DrugDDI.d336.s1.e0	DrugDDI.d336.s1.e2	0
DrugDDI.d336.s1.e1	DrugDDI.d336.s1.e2	0
DrugDDI.d336.s2.e0	DrugDDI.d336.s2.e1	1
DrugDDI.d336.s2.e0	DrugDDI.d336.s2.e2	0
DrugDDI.d336.s2.e0	DrugDDI.d336.s2.e3	1
DrugDDI.d336.s2.e0	DrugDDI.d336.s2.e4	0
DrugDDI.d336.s2.e1	DrugDDI.d336.s2.e2	0
DrugDDI.d336.s2.e1	DrugDDI.d336.s2.e3	0
DrugDDI.d336.s2.e1	DrugDDI.d336.s2.e4	0
DrugDDI.d336.s2.e2	DrugDDI.d336.s2.e3	0
DrugDDI.d336.s2.e2	DrugDDI.d336.s2.e4	0
DrugDDI.d336.s2.e3	DrugDDI.d336.s2.e4	0
DrugDDI.d336.s5.e0	DrugDDI.d336.s5.e1	1
DrugDDI.d336.s5.e0	DrugDDI.d336.s5.e2	0
DrugDDI.d336.s5.e1	DrugDDI.d336.s5.e2	0
DrugDDI.d337.s0.e0	DrugDDI.d337.s0.e1	0
DrugDDI.d337.s0.e0	DrugDDI.d337.s0.e2	0
DrugDDI.d337.s0.e0	DrugDDI.d337.s0.e3	0
DrugDDI.d337.s0.e0	DrugDDI.d337.s0.e4	0
DrugDDI.d337.s0.e0	DrugDDI.d337.s0.e5	0
DrugDDI.d337.s0.e1	DrugDDI.d337.s0.e2	0
DrugDDI.d337.s0.e1	DrugDDI.d337.s0.e3	0
DrugDDI.d337.s0.e1	DrugDDI.d337.s0.e4	0
DrugDDI.d337.s0.e1	DrugDDI.d337.s0.e5	0
DrugDDI.d337.s0.e2	DrugDDI.d337.s0.e3	0
DrugDDI.d337.s0.e2	DrugDDI.d337.s0.e4	0
DrugDDI.d337.s0.e2	DrugDDI.d337.s0.e5	0
DrugDDI.d337.s0.e3	DrugDDI.d337.s0.e4	0
DrugDDI.d337.s0.e3	DrugDDI.d337.s0.e5	0
DrugDDI.d337.s0.e4	DrugDDI.d337.s0.e5	0
DrugDDI.d337.s1.e0	DrugDDI.d337.s1.e1	0
DrugDDI.d337.s1.e0	DrugDDI.d337.s1.e2	0
DrugDDI.d337.s1.e1	DrugDDI.d337.s1.e2	0
DrugDDI.d341.s0.e0	DrugDDI.d341.s0.e1	0
DrugDDI.d341.s0.e0	DrugDDI.d341.s0.e2	1
DrugDDI.d341.s0.e0	DrugDDI.d341.s0.e3	0
DrugDDI.d341.s0.e0	DrugDDI.d341.s0.e4	1
DrugDDI.d341.s0.e0	DrugDDI.d341.s0.e5	0
DrugDDI.d341.s0.e1	DrugDDI.d341.s0.e2	0
DrugDDI.d341.s0.e1	DrugDDI.d341.s0.e3	0
DrugDDI.d341.s0.e1	DrugDDI.d341.s0.e4	0
DrugDDI.d341.s0.e1	DrugDDI.d341.s0.e5	0
DrugDDI.d341.s0.e2	DrugDDI.d341.s0.e3	0
DrugDDI.d341.s0.e2	DrugDDI.d341.s0.e4	0
DrugDDI.d341.s0.e2	DrugDDI.d341.s0.e5	0
DrugDDI.d341.s0.e3	DrugDDI.d341.s0.e4	0
DrugDDI.d341.s0.e3	DrugDDI.d341.s0.e5	0
DrugDDI.d341.s0.e4	DrugDDI.d341.s0.e5	0
DrugDDI.d341.s1.e0	DrugDDI.d341.s1.e1	0
DrugDDI.d341.s2.e0	DrugDDI.d341.s2.e1	1
DrugDDI.d341.s3.e0	DrugDDI.d341.s3.e1	1
DrugDDI.d342.s0.e0	DrugDDI.d342.s0.e1	1
DrugDDI.d342.s0.e0	DrugDDI.d342.s0.e2	0
DrugDDI.d342.s0.e0	DrugDDI.d342.s0.e3	1
DrugDDI.d342.s0.e0	DrugDDI.d342.s0.e4	0
DrugDDI.d342.s0.e1	DrugDDI.d342.s0.e2	0
DrugDDI.d342.s0.e1	DrugDDI.d342.s0.e3	0
DrugDDI.d342.s0.e1	DrugDDI.d342.s0.e4	0
DrugDDI.d342.s0.e2	DrugDDI.d342.s0.e3	0
DrugDDI.d342.s0.e2	DrugDDI.d342.s0.e4	0
DrugDDI.d342.s0.e3	DrugDDI.d342.s0.e4	0
DrugDDI.d342.s1.e0	DrugDDI.d342.s1.e1	1
DrugDDI.d342.s1.e0	DrugDDI.d342.s1.e2	0
DrugDDI.d342.s1.e1	DrugDDI.d342.s1.e2	0
DrugDDI.d342.s2.e0	DrugDDI.d342.s2.e1	1
DrugDDI.d347.s1.e0	DrugDDI.d347.s1.e1	0
DrugDDI.d347.s3.e0	DrugDDI.d347.s3.e1	0
DrugDDI.d347.s3.e0	DrugDDI.d347.s3.e2	0
DrugDDI.d347.s3.e0	DrugDDI.d347.s3.e3	0
DrugDDI.d347.s3.e0	DrugDDI.d347.s3.e4	0
DrugDDI.d347.s3.e1	DrugDDI.d347.s3.e2	0
DrugDDI.d347.s3.e1	DrugDDI.d347.s3.e3	0
DrugDDI.d347.s3.e1	DrugDDI.d347.s3.e4	0
DrugDDI.d347.s3.e2	DrugDDI.d347.s3.e3	0
DrugDDI.d347.s3.e2	DrugDDI.d347.s3.e4	0
DrugDDI.d347.s3.e3	DrugDDI.d347.s3.e4	0
DrugDDI.d347.s5.e0	DrugDDI.d347.s5.e1	0
DrugDDI.d347.s5.e0	DrugDDI.d347.s5.e2	0
DrugDDI.d347.s5.e1	DrugDDI.d347.s5.e2	0
DrugDDI.d347.s6.e0	DrugDDI.d347.s6.e1	1
DrugDDI.d347.s6.e0	DrugDDI.d347.s6.e2	0
DrugDDI.d347.s6.e0	DrugDDI.d347.s6.e3	0
DrugDDI.d347.s6.e0	DrugDDI.d347.s6.e4	0
DrugDDI.d347.s6.e1	DrugDDI.d347.s6.e2	0
DrugDDI.d347.s6.e1	DrugDDI.d347.s6.e3	0
DrugDDI.d347.s6.e1	DrugDDI.d347.s6.e4	0
DrugDDI.d347.s6.e2	DrugDDI.d347.s6.e3	0
DrugDDI.d347.s6.e2	DrugDDI.d347.s6.e4	0
DrugDDI.d347.s6.e3	DrugDDI.d347.s6.e4	0
DrugDDI.d347.s8.e0	DrugDDI.d347.s8.e1	1
DrugDDI.d347.s10.e0	DrugDDI.d347.s10.e1	0
DrugDDI.d347.s10.e0	DrugDDI.d347.s10.e2	0
DrugDDI.d347.s10.e0	DrugDDI.d347.s10.e3	0
DrugDDI.d347.s10.e1	DrugDDI.d347.s10.e2	1
DrugDDI.d347.s10.e1	DrugDDI.d347.s10.e3	0
DrugDDI.d347.s10.e2	DrugDDI.d347.s10.e3	0
DrugDDI.d347.s13.e0	DrugDDI.d347.s13.e1	0
DrugDDI.d347.s13.e0	DrugDDI.d347.s13.e2	0
DrugDDI.d347.s13.e0	DrugDDI.d347.s13.e3	0
DrugDDI.d347.s13.e0	DrugDDI.d347.s13.e4	0
DrugDDI.d347.s13.e1	DrugDDI.d347.s13.e2	0
DrugDDI.d347.s13.e1	DrugDDI.d347.s13.e3	0
DrugDDI.d347.s13.e1	DrugDDI.d347.s13.e4	0
DrugDDI.d347.s13.e2	DrugDDI.d347.s13.e3	0
DrugDDI.d347.s13.e2	DrugDDI.d347.s13.e4	0
DrugDDI.d347.s13.e3	DrugDDI.d347.s13.e4	0
DrugDDI.d347.s15.e0	DrugDDI.d347.s15.e1	0
DrugDDI.d347.s15.e0	DrugDDI.d347.s15.e2	0
DrugDDI.d347.s15.e1	DrugDDI.d347.s15.e2	0
DrugDDI.d347.s17.e0	DrugDDI.d347.s17.e1	0
DrugDDI.d347.s17.e0	DrugDDI.d347.s17.e2	0
DrugDDI.d347.s17.e0	DrugDDI.d347.s17.e3	0
DrugDDI.d347.s17.e1	DrugDDI.d347.s17.e2	1
DrugDDI.d347.s17.e1	DrugDDI.d347.s17.e3	0
DrugDDI.d347.s17.e2	DrugDDI.d347.s17.e3	0
DrugDDI.d347.s19.e0	DrugDDI.d347.s19.e1	0
DrugDDI.d347.s19.e0	DrugDDI.d347.s19.e2	0
DrugDDI.d347.s19.e0	DrugDDI.d347.s19.e3	0
DrugDDI.d347.s19.e1	DrugDDI.d347.s19.e2	1
DrugDDI.d347.s19.e1	DrugDDI.d347.s19.e3	0
DrugDDI.d347.s19.e2	DrugDDI.d347.s19.e3	0
DrugDDI.d347.s20.e0	DrugDDI.d347.s20.e1	1
DrugDDI.d347.s22.e0	DrugDDI.d347.s22.e1	0
DrugDDI.d347.s22.e0	DrugDDI.d347.s22.e2	0
DrugDDI.d347.s22.e0	DrugDDI.d347.s22.e3	0
DrugDDI.d347.s22.e0	DrugDDI.d347.s22.e4	0
DrugDDI.d347.s22.e1	DrugDDI.d347.s22.e2	0
DrugDDI.d347.s22.e1	DrugDDI.d347.s22.e3	1
DrugDDI.d347.s22.e1	DrugDDI.d347.s22.e4	0
DrugDDI.d347.s22.e2	DrugDDI.d347.s22.e3	0
DrugDDI.d347.s22.e2	DrugDDI.d347.s22.e4	0
DrugDDI.d347.s22.e3	DrugDDI.d347.s22.e4	0
DrugDDI.d347.s24.e0	DrugDDI.d347.s24.e1	0
DrugDDI.d347.s25.e0	DrugDDI.d347.s25.e1	1
DrugDDI.d347.s26.e0	DrugDDI.d347.s26.e1	0
DrugDDI.d348.s1.e0	DrugDDI.d348.s1.e1	0
DrugDDI.d348.s1.e0	DrugDDI.d348.s1.e2	0
DrugDDI.d348.s1.e0	DrugDDI.d348.s1.e3	0
DrugDDI.d348.s1.e0	DrugDDI.d348.s1.e4	0
DrugDDI.d348.s1.e0	DrugDDI.d348.s1.e5	0
DrugDDI.d348.s1.e0	DrugDDI.d348.s1.e6	0
DrugDDI.d348.s1.e0	DrugDDI.d348.s1.e7	0
DrugDDI.d348.s1.e0	DrugDDI.d348.s1.e8	0
DrugDDI.d348.s1.e0	DrugDDI.d348.s1.e9	0
DrugDDI.d348.s1.e1	DrugDDI.d348.s1.e2	0
DrugDDI.d348.s1.e1	DrugDDI.d348.s1.e3	0
DrugDDI.d348.s1.e1	DrugDDI.d348.s1.e4	0
DrugDDI.d348.s1.e1	DrugDDI.d348.s1.e5	0
DrugDDI.d348.s1.e1	DrugDDI.d348.s1.e6	0
DrugDDI.d348.s1.e1	DrugDDI.d348.s1.e7	0
DrugDDI.d348.s1.e1	DrugDDI.d348.s1.e8	0
DrugDDI.d348.s1.e1	DrugDDI.d348.s1.e9	0
DrugDDI.d348.s1.e2	DrugDDI.d348.s1.e3	0
DrugDDI.d348.s1.e2	DrugDDI.d348.s1.e4	0
DrugDDI.d348.s1.e2	DrugDDI.d348.s1.e5	0
DrugDDI.d348.s1.e2	DrugDDI.d348.s1.e6	0
DrugDDI.d348.s1.e2	DrugDDI.d348.s1.e7	0
DrugDDI.d348.s1.e2	DrugDDI.d348.s1.e8	0
DrugDDI.d348.s1.e2	DrugDDI.d348.s1.e9	0
DrugDDI.d348.s1.e3	DrugDDI.d348.s1.e4	0
DrugDDI.d348.s1.e3	DrugDDI.d348.s1.e5	0
DrugDDI.d348.s1.e3	DrugDDI.d348.s1.e6	0
DrugDDI.d348.s1.e3	DrugDDI.d348.s1.e7	0
DrugDDI.d348.s1.e3	DrugDDI.d348.s1.e8	0
DrugDDI.d348.s1.e3	DrugDDI.d348.s1.e9	1
DrugDDI.d348.s1.e4	DrugDDI.d348.s1.e5	0
DrugDDI.d348.s1.e4	DrugDDI.d348.s1.e6	0
DrugDDI.d348.s1.e4	DrugDDI.d348.s1.e7	0
DrugDDI.d348.s1.e4	DrugDDI.d348.s1.e8	0
DrugDDI.d348.s1.e4	DrugDDI.d348.s1.e9	1
DrugDDI.d348.s1.e5	DrugDDI.d348.s1.e6	0
DrugDDI.d348.s1.e5	DrugDDI.d348.s1.e7	0
DrugDDI.d348.s1.e5	DrugDDI.d348.s1.e8	0
DrugDDI.d348.s1.e5	DrugDDI.d348.s1.e9	1
DrugDDI.d348.s1.e6	DrugDDI.d348.s1.e7	0
DrugDDI.d348.s1.e6	DrugDDI.d348.s1.e8	0
DrugDDI.d348.s1.e6	DrugDDI.d348.s1.e9	1
DrugDDI.d348.s1.e7	DrugDDI.d348.s1.e8	0
DrugDDI.d348.s1.e7	DrugDDI.d348.s1.e9	1
DrugDDI.d348.s1.e8	DrugDDI.d348.s1.e9	0
DrugDDI.d348.s3.e0	DrugDDI.d348.s3.e1	0
DrugDDI.d348.s3.e0	DrugDDI.d348.s3.e2	0
DrugDDI.d348.s3.e1	DrugDDI.d348.s3.e2	0
DrugDDI.d348.s4.e0	DrugDDI.d348.s4.e1	0
DrugDDI.d348.s7.e0	DrugDDI.d348.s7.e1	0
DrugDDI.d348.s7.e0	DrugDDI.d348.s7.e2	0
DrugDDI.d348.s7.e1	DrugDDI.d348.s7.e2	1
DrugDDI.d348.s8.e0	DrugDDI.d348.s8.e1	0
DrugDDI.d348.s10.e0	DrugDDI.d348.s10.e1	1
DrugDDI.d348.s10.e0	DrugDDI.d348.s10.e2	0
DrugDDI.d348.s10.e1	DrugDDI.d348.s10.e2	0
DrugDDI.d348.s11.e0	DrugDDI.d348.s11.e1	0
DrugDDI.d348.s11.e0	DrugDDI.d348.s11.e2	0
DrugDDI.d348.s11.e0	DrugDDI.d348.s11.e3	0
DrugDDI.d348.s11.e1	DrugDDI.d348.s11.e2	0
DrugDDI.d348.s11.e1	DrugDDI.d348.s11.e3	0
DrugDDI.d348.s11.e2	DrugDDI.d348.s11.e3	1
DrugDDI.d348.s12.e0	DrugDDI.d348.s12.e1	0
DrugDDI.d348.s13.e0	DrugDDI.d348.s13.e1	1
DrugDDI.d348.s14.e0	DrugDDI.d348.s14.e1	1
DrugDDI.d348.s16.e0	DrugDDI.d348.s16.e1	0
DrugDDI.d348.s16.e0	DrugDDI.d348.s16.e2	0
DrugDDI.d348.s16.e1	DrugDDI.d348.s16.e2	1
DrugDDI.d348.s17.e0	DrugDDI.d348.s17.e1	1
DrugDDI.d348.s17.e0	DrugDDI.d348.s17.e2	0
DrugDDI.d348.s17.e0	DrugDDI.d348.s17.e3	0
DrugDDI.d348.s17.e1	DrugDDI.d348.s17.e2	0
DrugDDI.d348.s17.e1	DrugDDI.d348.s17.e3	0
DrugDDI.d348.s17.e2	DrugDDI.d348.s17.e3	0
DrugDDI.d348.s18.e0	DrugDDI.d348.s18.e1	0
DrugDDI.d348.s18.e0	DrugDDI.d348.s18.e2	0
DrugDDI.d348.s18.e0	DrugDDI.d348.s18.e3	0
DrugDDI.d348.s18.e1	DrugDDI.d348.s18.e2	0
DrugDDI.d348.s18.e1	DrugDDI.d348.s18.e3	0
DrugDDI.d348.s18.e2	DrugDDI.d348.s18.e3	0
DrugDDI.d348.s19.e0	DrugDDI.d348.s19.e1	0
DrugDDI.d349.s0.e0	DrugDDI.d349.s0.e1	0
DrugDDI.d349.s0.e0	DrugDDI.d349.s0.e2	0
DrugDDI.d349.s0.e0	DrugDDI.d349.s0.e3	0
DrugDDI.d349.s0.e0	DrugDDI.d349.s0.e4	0
DrugDDI.d349.s0.e0	DrugDDI.d349.s0.e5	0
DrugDDI.d349.s0.e0	DrugDDI.d349.s0.e6	0
DrugDDI.d349.s0.e0	DrugDDI.d349.s0.e7	0
DrugDDI.d349.s0.e0	DrugDDI.d349.s0.e8	0
DrugDDI.d349.s0.e1	DrugDDI.d349.s0.e2	0
DrugDDI.d349.s0.e1	DrugDDI.d349.s0.e3	0
DrugDDI.d349.s0.e1	DrugDDI.d349.s0.e4	0
DrugDDI.d349.s0.e1	DrugDDI.d349.s0.e5	0
DrugDDI.d349.s0.e1	DrugDDI.d349.s0.e6	0
DrugDDI.d349.s0.e1	DrugDDI.d349.s0.e7	0
DrugDDI.d349.s0.e1	DrugDDI.d349.s0.e8	0
DrugDDI.d349.s0.e2	DrugDDI.d349.s0.e3	0
DrugDDI.d349.s0.e2	DrugDDI.d349.s0.e4	0
DrugDDI.d349.s0.e2	DrugDDI.d349.s0.e5	0
DrugDDI.d349.s0.e2	DrugDDI.d349.s0.e6	0
DrugDDI.d349.s0.e2	DrugDDI.d349.s0.e7	0
DrugDDI.d349.s0.e2	DrugDDI.d349.s0.e8	0
DrugDDI.d349.s0.e3	DrugDDI.d349.s0.e4	0
DrugDDI.d349.s0.e3	DrugDDI.d349.s0.e5	0
DrugDDI.d349.s0.e3	DrugDDI.d349.s0.e6	0
DrugDDI.d349.s0.e3	DrugDDI.d349.s0.e7	0
DrugDDI.d349.s0.e3	DrugDDI.d349.s0.e8	0
DrugDDI.d349.s0.e4	DrugDDI.d349.s0.e5	0
DrugDDI.d349.s0.e4	DrugDDI.d349.s0.e6	0
DrugDDI.d349.s0.e4	DrugDDI.d349.s0.e7	0
DrugDDI.d349.s0.e4	DrugDDI.d349.s0.e8	0
DrugDDI.d349.s0.e5	DrugDDI.d349.s0.e6	0
DrugDDI.d349.s0.e5	DrugDDI.d349.s0.e7	0
DrugDDI.d349.s0.e5	DrugDDI.d349.s0.e8	0
DrugDDI.d349.s0.e6	DrugDDI.d349.s0.e7	0
DrugDDI.d349.s0.e6	DrugDDI.d349.s0.e8	0
DrugDDI.d349.s0.e7	DrugDDI.d349.s0.e8	0
DrugDDI.d349.s1.e0	DrugDDI.d349.s1.e1	0
DrugDDI.d349.s1.e0	DrugDDI.d349.s1.e2	0
DrugDDI.d349.s1.e0	DrugDDI.d349.s1.e3	0
DrugDDI.d349.s1.e1	DrugDDI.d349.s1.e2	0
DrugDDI.d349.s1.e1	DrugDDI.d349.s1.e3	0
DrugDDI.d349.s1.e2	DrugDDI.d349.s1.e3	0
DrugDDI.d349.s2.e0	DrugDDI.d349.s2.e1	0
DrugDDI.d349.s2.e0	DrugDDI.d349.s2.e2	0
DrugDDI.d349.s2.e0	DrugDDI.d349.s2.e3	0
DrugDDI.d349.s2.e1	DrugDDI.d349.s2.e2	1
DrugDDI.d349.s2.e1	DrugDDI.d349.s2.e3	1
DrugDDI.d349.s2.e2	DrugDDI.d349.s2.e3	0
DrugDDI.d349.s3.e0	DrugDDI.d349.s3.e1	0
DrugDDI.d349.s3.e0	DrugDDI.d349.s3.e2	0
DrugDDI.d349.s3.e1	DrugDDI.d349.s3.e2	1
DrugDDI.d354.s0.e0	DrugDDI.d354.s0.e1	1
DrugDDI.d354.s1.e0	DrugDDI.d354.s1.e1	0
DrugDDI.d354.s1.e0	DrugDDI.d354.s1.e2	0
DrugDDI.d354.s1.e1	DrugDDI.d354.s1.e2	0
DrugDDI.d354.s3.e0	DrugDDI.d354.s3.e1	0
DrugDDI.d354.s3.e0	DrugDDI.d354.s3.e2	0
DrugDDI.d354.s3.e1	DrugDDI.d354.s3.e2	0
DrugDDI.d354.s7.e0	DrugDDI.d354.s7.e1	0
DrugDDI.d354.s7.e0	DrugDDI.d354.s7.e2	0
DrugDDI.d354.s7.e0	DrugDDI.d354.s7.e3	0
DrugDDI.d354.s7.e0	DrugDDI.d354.s7.e4	0
DrugDDI.d354.s7.e1	DrugDDI.d354.s7.e2	0
DrugDDI.d354.s7.e1	DrugDDI.d354.s7.e3	0
DrugDDI.d354.s7.e1	DrugDDI.d354.s7.e4	0
DrugDDI.d354.s7.e2	DrugDDI.d354.s7.e3	1
DrugDDI.d354.s7.e2	DrugDDI.d354.s7.e4	1
DrugDDI.d354.s7.e3	DrugDDI.d354.s7.e4	0
DrugDDI.d354.s9.e0	DrugDDI.d354.s9.e1	0
DrugDDI.d354.s11.e0	DrugDDI.d354.s11.e1	0
DrugDDI.d354.s11.e0	DrugDDI.d354.s11.e2	0
DrugDDI.d354.s11.e1	DrugDDI.d354.s11.e2	0
DrugDDI.d354.s13.e0	DrugDDI.d354.s13.e1	0
DrugDDI.d354.s13.e0	DrugDDI.d354.s13.e2	0
DrugDDI.d354.s13.e1	DrugDDI.d354.s13.e2	0
DrugDDI.d354.s15.e0	DrugDDI.d354.s15.e1	0
DrugDDI.d354.s16.e0	DrugDDI.d354.s16.e1	1
DrugDDI.d354.s17.e0	DrugDDI.d354.s17.e1	0
DrugDDI.d354.s19.e0	DrugDDI.d354.s19.e1	0
DrugDDI.d354.s19.e0	DrugDDI.d354.s19.e2	0
DrugDDI.d354.s19.e0	DrugDDI.d354.s19.e3	0
DrugDDI.d354.s19.e0	DrugDDI.d354.s19.e4	0
DrugDDI.d354.s19.e0	DrugDDI.d354.s19.e5	0
DrugDDI.d354.s19.e1	DrugDDI.d354.s19.e2	0
DrugDDI.d354.s19.e1	DrugDDI.d354.s19.e3	0
DrugDDI.d354.s19.e1	DrugDDI.d354.s19.e4	1
DrugDDI.d354.s19.e1	DrugDDI.d354.s19.e5	1
DrugDDI.d354.s19.e2	DrugDDI.d354.s19.e3	0
DrugDDI.d354.s19.e2	DrugDDI.d354.s19.e4	0
DrugDDI.d354.s19.e2	DrugDDI.d354.s19.e5	0
DrugDDI.d354.s19.e3	DrugDDI.d354.s19.e4	0
DrugDDI.d354.s19.e3	DrugDDI.d354.s19.e5	0
DrugDDI.d354.s19.e4	DrugDDI.d354.s19.e5	0
DrugDDI.d354.s20.e0	DrugDDI.d354.s20.e1	1
DrugDDI.d354.s20.e0	DrugDDI.d354.s20.e2	0
DrugDDI.d354.s20.e1	DrugDDI.d354.s20.e2	0
DrugDDI.d354.s22.e0	DrugDDI.d354.s22.e1	0
DrugDDI.d354.s22.e0	DrugDDI.d354.s22.e2	0
DrugDDI.d354.s22.e1	DrugDDI.d354.s22.e2	0
DrugDDI.d373.s0.e0	DrugDDI.d373.s0.e1	1
DrugDDI.d373.s1.e0	DrugDDI.d373.s1.e1	0
DrugDDI.d373.s1.e0	DrugDDI.d373.s1.e2	0
DrugDDI.d373.s1.e0	DrugDDI.d373.s1.e3	0
DrugDDI.d373.s1.e1	DrugDDI.d373.s1.e2	0
DrugDDI.d373.s1.e1	DrugDDI.d373.s1.e3	0
DrugDDI.d373.s1.e2	DrugDDI.d373.s1.e3	0
DrugDDI.d373.s2.e0	DrugDDI.d373.s2.e1	0
DrugDDI.d373.s3.e0	DrugDDI.d373.s3.e1	1
DrugDDI.d379.s0.e0	DrugDDI.d379.s0.e1	0
DrugDDI.d379.s0.e0	DrugDDI.d379.s0.e2	0
DrugDDI.d379.s0.e0	DrugDDI.d379.s0.e3	0
DrugDDI.d379.s0.e1	DrugDDI.d379.s0.e2	0
DrugDDI.d379.s0.e1	DrugDDI.d379.s0.e3	0
DrugDDI.d379.s0.e2	DrugDDI.d379.s0.e3	0
DrugDDI.d379.s1.e0	DrugDDI.d379.s1.e1	1
DrugDDI.d379.s1.e0	DrugDDI.d379.s1.e2	0
DrugDDI.d379.s1.e1	DrugDDI.d379.s1.e2	0
DrugDDI.d383.s0.e0	DrugDDI.d383.s0.e1	0
DrugDDI.d383.s0.e0	DrugDDI.d383.s0.e2	0
DrugDDI.d383.s0.e1	DrugDDI.d383.s0.e2	0
DrugDDI.d383.s1.e0	DrugDDI.d383.s1.e1	0
DrugDDI.d383.s1.e0	DrugDDI.d383.s1.e2	0
DrugDDI.d383.s1.e1	DrugDDI.d383.s1.e2	0
DrugDDI.d383.s2.e0	DrugDDI.d383.s2.e1	0
DrugDDI.d383.s2.e0	DrugDDI.d383.s2.e2	0
DrugDDI.d383.s2.e1	DrugDDI.d383.s2.e2	0
DrugDDI.d383.s6.e0	DrugDDI.d383.s6.e1	0
DrugDDI.d383.s6.e0	DrugDDI.d383.s6.e2	0
DrugDDI.d383.s6.e1	DrugDDI.d383.s6.e2	0
DrugDDI.d383.s7.e0	DrugDDI.d383.s7.e1	0
DrugDDI.d383.s9.e0	DrugDDI.d383.s9.e1	0
DrugDDI.d383.s9.e0	DrugDDI.d383.s9.e2	0
DrugDDI.d383.s9.e0	DrugDDI.d383.s9.e3	0
DrugDDI.d383.s9.e1	DrugDDI.d383.s9.e2	0
DrugDDI.d383.s9.e1	DrugDDI.d383.s9.e3	0
DrugDDI.d383.s9.e2	DrugDDI.d383.s9.e3	0
DrugDDI.d388.s4.e0	DrugDDI.d388.s4.e1	0
DrugDDI.d388.s4.e0	DrugDDI.d388.s4.e2	0
DrugDDI.d388.s4.e0	DrugDDI.d388.s4.e3	0
DrugDDI.d388.s4.e0	DrugDDI.d388.s4.e4	0
DrugDDI.d388.s4.e1	DrugDDI.d388.s4.e2	0
DrugDDI.d388.s4.e1	DrugDDI.d388.s4.e3	0
DrugDDI.d388.s4.e1	DrugDDI.d388.s4.e4	0
DrugDDI.d388.s4.e2	DrugDDI.d388.s4.e3	0
DrugDDI.d388.s4.e2	DrugDDI.d388.s4.e4	0
DrugDDI.d388.s4.e3	DrugDDI.d388.s4.e4	0
DrugDDI.d388.s5.e0	DrugDDI.d388.s5.e1	0
DrugDDI.d388.s5.e0	DrugDDI.d388.s5.e2	0
DrugDDI.d388.s5.e1	DrugDDI.d388.s5.e2	0
DrugDDI.d388.s12.e0	DrugDDI.d388.s12.e1	0
DrugDDI.d388.s14.e0	DrugDDI.d388.s14.e1	0
DrugDDI.d388.s14.e0	DrugDDI.d388.s14.e2	0
DrugDDI.d388.s14.e0	DrugDDI.d388.s14.e3	0
DrugDDI.d388.s14.e0	DrugDDI.d388.s14.e4	0
DrugDDI.d388.s14.e1	DrugDDI.d388.s14.e2	0
DrugDDI.d388.s14.e1	DrugDDI.d388.s14.e3	0
DrugDDI.d388.s14.e1	DrugDDI.d388.s14.e4	0
DrugDDI.d388.s14.e2	DrugDDI.d388.s14.e3	0
DrugDDI.d388.s14.e2	DrugDDI.d388.s14.e4	0
DrugDDI.d388.s14.e3	DrugDDI.d388.s14.e4	0
DrugDDI.d388.s16.e0	DrugDDI.d388.s16.e1	0
DrugDDI.d388.s16.e0	DrugDDI.d388.s16.e2	0
DrugDDI.d388.s16.e0	DrugDDI.d388.s16.e3	0
DrugDDI.d388.s16.e0	DrugDDI.d388.s16.e4	0
DrugDDI.d388.s16.e1	DrugDDI.d388.s16.e2	0
DrugDDI.d388.s16.e1	DrugDDI.d388.s16.e3	0
DrugDDI.d388.s16.e1	DrugDDI.d388.s16.e4	0
DrugDDI.d388.s16.e2	DrugDDI.d388.s16.e3	0
DrugDDI.d388.s16.e2	DrugDDI.d388.s16.e4	0
DrugDDI.d388.s16.e3	DrugDDI.d388.s16.e4	0
DrugDDI.d388.s18.e0	DrugDDI.d388.s18.e1	0
DrugDDI.d392.s1.e0	DrugDDI.d392.s1.e1	0
DrugDDI.d392.s1.e0	DrugDDI.d392.s1.e2	0
DrugDDI.d392.s1.e0	DrugDDI.d392.s1.e3	0
DrugDDI.d392.s1.e1	DrugDDI.d392.s1.e2	0
DrugDDI.d392.s1.e1	DrugDDI.d392.s1.e3	0
DrugDDI.d392.s1.e2	DrugDDI.d392.s1.e3	0
DrugDDI.d392.s4.e0	DrugDDI.d392.s4.e1	0
DrugDDI.d392.s5.e0	DrugDDI.d392.s5.e1	0
DrugDDI.d392.s8.e0	DrugDDI.d392.s8.e1	0
DrugDDI.d392.s8.e0	DrugDDI.d392.s8.e2	0
DrugDDI.d392.s8.e1	DrugDDI.d392.s8.e2	0
DrugDDI.d392.s9.e0	DrugDDI.d392.s9.e1	0
DrugDDI.d392.s9.e0	DrugDDI.d392.s9.e2	0
DrugDDI.d392.s9.e0	DrugDDI.d392.s9.e3	0
DrugDDI.d392.s9.e0	DrugDDI.d392.s9.e4	0
DrugDDI.d392.s9.e1	DrugDDI.d392.s9.e2	0
DrugDDI.d392.s9.e1	DrugDDI.d392.s9.e3	0
DrugDDI.d392.s9.e1	DrugDDI.d392.s9.e4	0
