annot,exactText,modality,statementType,drug1Lab,drug1Type,drug1Role,drug2Lab,drug2Type,drug2Role
urn:domeoclient:uuid:D6A29949-A24F-4F49-A9E5-094DAF42F80C,"Although data are limited, methadone maintenance therapy in 5 pregnant women did not appear to alter zidovudine pharmacokinetics",ncit:negative,ncit:Qualitative,zidovudine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,methadone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:E5106C65-D5C3-41C1-8E40-AACF6550C865,"However, no pharmacokinetic (e.g., plasma concentrations or intracellular triphosphorylated active metabolite concentrations) or pharmacodynamic (e.g., loss of HIV-1/HCV virologic suppression) interaction was observed when ribavirin and lamivudine (n = 18), stavudine (n = 10), or zidovudine (n = 6) were coadministered as part of a multi-drug regimen to HIV-1/HCV co-infected patients ",ncit:negative,ncit:quantitative,ribavirin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,zidovudine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:C0B798A3-2EAA-4345-BC1D-5FABA5F59E3F,"However, in a pharmacokinetic interaction study in which 12 HIV-1-positive volunteers received a single 300 mg phenytoin dose alone and during steady-state zidovudine conditions (200 mg every 4 hours), no change in phenytoin kinetics was observed. Although not designed to optimally assess the effect of phenytoin on zidovudine kinetics, a 30% decrease in oral zidovudine clearance was observed with phenytoin",ncit:positive,ncit:quantitative,phenytoin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,zidovudine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:4E2648E5-AA9C-4000-BB52-879FFEF1E4A0,"However, in a pharmacokinetic interaction study in which 12 HIV-1-positive volunteers received a single 300 mg phenytoin dose alone and during steady-state zidovudine conditions (200 mg every 4 hours), no change in phenytoin kinetics was observed",ncit:negative,ncit:quantitative,phenytoin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,zidovudine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:C30A4D57-8DEC-4CFA-ADE5-6452A74E2BA0,"Phenytoin plasma levels have been reported to be low in some patients receiving zidovudine, while in one case a high level was documented",ncit:positive,ncit:Qualitative,Phenytoin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,zidovudine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:854664F0-76E7-4565-BB4A-8507AAF8A694,"At low doses the differences are greater, with slow metabolizers attaining concentrations about 3 to 4 times higher than extensive metabolizers. In extensive metabolizers, saturation of the hydroxylation pathway (CYP2D6) results in greater-than-linear increases in plasma levels following administration of RYTHMOL SR capsules. In slow metabolizers, propafenone pharmacokinetics is linear. Because the difference decreases at high doses and is mitigated by the lack of the active 5-hydroxymetabolite in the slow metabolizers, and because steady-state conditions are achieved after 4 to 5 days of dosing in all patients, the recommended dosing regimen of RYTHMOL SR is the same for all patients. The larger inter-subject variability in blood levels require that the dose of the drug be titrated carefully in patients with close attention paid to clinical and ECG evidence of toxicity",ncit:positive,ncit:Qualitative,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,RYTHMOL SR capsules,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-product,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:D70FFDA0-120E-428E-9A14-7428583DC2F0,"Drugs that inhibit CYP2D6 (such as desipramine, paroxetine, ritonavir, sertraline) and CYP3A4 (such as ketoconazole, ritonavir, saquinavir, erythromycin, and grapefruit juice) can be expected to cause increased plasma levels of propafenone",ncit:positive,ncit:Qualitative,desipramine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:70B5F31C-1AC5-4503-9595-2482BD7B2095,"Drugs that inhibit CYP2D6 (such as desipramine, paroxetine, ritonavir, sertraline) and CYP3A4 (such as ketoconazole, ritonavir, saquinavir, erythromycin, and grapefruit juice) can be expected to cause increased plasma levels of propafenone",ncit:positive,ncit:Qualitative,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,ritonavir,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:07B4691D-3234-4A1D-B636-38E22FE32363,Concomitant administration of rifampin and propafenone in extensive metabolizers decreased the plasma concentrations of propafenone by 67% with a corresponding decrease of 5OH-propafenone by 65%,ncit:positive,ncit:quantitative,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,rifampin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:1F05CBB2-3F06-46A5-9AED-2BF36ABD271C,Concomitant administration of propafenone immediate release tablets and cimetidine in 12 healthy subjects resulted in a 20% increase in steady-state plasma concentrations of propafenone,ncit:positive,ncit:quantitative,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,cimetidine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:922E8111-2752-46F9-9FB0-075DDBE68627,No significant effects on the pharmacokinetics of propafenone or lidocaine have been seen following their concomitant use in patients,ncit:negative,ncit:quantitative,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,lidocaine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:9A39BBF7-3F9E-475D-8205-F910387028B4,"Drugs that inhibit CYP2D6 (such as desipramine, paroxetine, ritonavir, sertraline) and CYP3A4 (such as ketoconazole, ritonavir, saquinavir, erythromycin, and grapefruit juice) can be expected to cause increased plasma levels of propafenone",ncit:positive,ncit:Qualitative,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,sertraline,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:D9BC84FF-EFC4-45AB-BAC6-5E24D017F4F3,The pharmacokinetics of propafenone was not affected by the coadministration of either propranolol or metoprolol,ncit:negative,ncit:quantitative,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,metoprolol,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:8BC14C68-A16B-478F-A271-3F5339335684,"Drugs that inhibit CYP2D6 (such as desipramine, paroxetine, ritonavir, sertraline) and CYP3A4 (such as ketoconazole, ritonavir, saquinavir, erythromycin, and grapefruit juice) can be expected to cause increased plasma levels of propafenone",ncit:positive,ncit:Qualitative,erythromycin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:36E57B99-7326-406B-9645-56C2E6F9579F,"Drugs that inhibit CYP2D6 (such as desipramine, paroxetine, ritonavir, sertraline) and CYP3A4 (such as ketoconazole, ritonavir, saquinavir, erythromycin, and grapefruit juice) can be expected to cause increased plasma levels of propafenone",ncit:positive,ncit:Qualitative,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,paroxetine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:7FCFECD6-5FF3-4E23-9209-9C7E8F479C9C,"Drugs that inhibit CYP2D6 (such as desipramine, paroxetine, ritonavir, sertraline) and CYP3A4 (such as ketoconazole, ritonavir, saquinavir, erythromycin, and grapefruit juice) can be expected to cause increased plasma levels of propafenone",ncit:positive,ncit:Qualitative,saquinavir,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:EDFC11A6-B002-4B15-9DBF-7F5E1C0013B2,"In 4 patients, administration of metoprolol with propafenone increased the metoprolol plasma concentrations at steady state by 100-400%",ncit:positive,ncit:quantitative,metoprolol,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:8BFA4DB1-60D1-4205-B590-FA184A489FED,Concomitant use of propafenone and propranolol in healthy subjects increased propranolol plasma concentrations at steady state by 113%,ncit:positive,ncit:quantitative,propranolol,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:3B8F388D-66EB-4C4C-A08C-19897EB840C2,Concomitant administration of propafenone and fluoxetine in extensive metabolizers increased the S propafenone Cmax and AUC by 39 and 50% and the R propafenone Cmax and AUC by 71 and 50%,ncit:positive,ncit:quantitative,fluoxetine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:4FD6C3F9-C130-4F82-9422-69A1374F9CF1,No significant effects on the pharmacokinetics of propafenone or lidocaine have been seen following their concomitant use in patients,ncit:negative,ncit:quantitative,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,lidocaine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:A73F4920-B347-4A28-9734-E43F043CEC39,"Drugs that inhibit CYP2D6 (such as desipramine, paroxetine, ritonavir, sertraline) and CYP3A4 (such as ketoconazole, ritonavir, saquinavir, erythromycin, and grapefruit juice) can be expected to cause increased plasma levels of propafenone",ncit:positive,ncit:Qualitative,ritonavir,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:F5F8B3B5-DD6D-4768-8330-8F4AEF805412,"Drugs that inhibit CYP2D6 (such as desipramine, paroxetine, ritonavir, sertraline) and CYP3A4 (such as ketoconazole, ritonavir, saquinavir, erythromycin, and grapefruit juice) can be expected to cause increased plasma levels of propafenone",ncit:positive,ncit:Qualitative,ketoconazole,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:4327A41F-32B3-4F08-B6FF-F249F4F40D92,Concomitant administration of rifampin and propafenone in extensive metabolizers decreased the plasma concentrations of propafenone by 67% with a corresponding decrease of 5OH-propafenone by 65%,ncit:positive,ncit:quantitative,rifampin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,5OH-propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:922F83C3-5299-4165-8FC7-847BC2E776DB,A 100 mg dose of quinidine increased steady state concentrations of propafenone 3-fold,ncit:positive,ncit:quantitative,quinidine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:A3A3C4C7-9B41-4BDF-9967-F46B73678A9C,The pharmacokinetics of propafenone was not affected by the coadministration of either propranolol or metoprolol,ncit:negative,ncit:quantitative,propranolol,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:EFFB1FEA-EFFD-4675-A2C1-EF7FF4C3B113,"Concomitant administration of quinidine (50 mg three times daily) with 150 mg immediate-release propafenone three times daily decreased the clearance of propafenone by 60% in EM, making them PM. Steady-state plasma concentrations increased by more that 2-fold for propafenone, and decreased 50% for 5OH-propafenone.",ncit:positive,ncit:quantitative,quinidine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:E3F119C9-373F-4543-BCA1-D1EA80B6213A,The concomitant administration of propafenone and warfarin increased warfarin plasma concentrations at steady state by 39% in healthy volunteers and prolonged the prothrombin time (PT) in patients taking warfarin. ,ncit:positive,ncit:quantitative,warfarin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:DAA66020-106E-48D8-B6BE-0005C2E7EEEE,"Concomitant administration of rifampin and propafenone in extensive metabolizers decreased the plasma concentrations of propafenone by 67% with a corresponding decrease of 5OH-propafenone by 65%. The concentrations of norpropafenone increased by 30%. In poor metabolizers, there was a 50% decrease in propafenone plasma concentrations and increased the AUC and Cmax of norpropafenone by 74 and 20%, respectively. Urinary excretion of propafenone and its metabolites decreased significantly. Similar results were noted in elderly patients: Both the AUC and Cmax propafenone decreased by 84%, with a corresponding decrease in AUC and Cmax of 5OH-propafenone by 69 and 57%",ncit:positive,ncit:quantitative,5OH-propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite,dikbD2R:object-drug-of-interaction,rifampin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:37F0D015-2408-4E0C-8DB7-70A4176385EA,"Concomitant administration of rifampin and propafenone in extensive metabolizers decreased the plasma concentrations of propafenone by 67% with a corresponding decrease of 5OH-propafenone by 65%. The concentrations of norpropafenone increased by 30%. In poor metabolizers, there was a 50% decrease in propafenone plasma concentrations and increased the AUC and Cmax of norpropafenone by 74 and 20%, respectively",ncit:positive,ncit:quantitative,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,rifampin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:0E5312E9-937E-4506-BF67-64387D9AB7C9,"Concomitant use of propafenone and digoxin increased steady-state serum digoxin exposure (AUC) in patients by 60 to 270%, and decreased the clearance of digoxin by 31 to 67%",ncit:positive,ncit:quantitative,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,digoxin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:F6E73E07-3048-4238-A362-91A5247AF411,"Concomitant administration of quinidine (50 mg three times daily) with 150 mg immediate-release propafenone three times daily decreased the clearance of propafenone by 60% in EM, making them PM. Steady-state plasma concentrations increased by more that 2-fold for propafenone, and decreased 50% for 5OH-propafenone",ncit:positive,ncit:quantitative,5OH-propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite,dikbD2R:object-drug-of-interaction,quinidine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:B75C1934-6E6E-4E1F-A355-FD3F9C78AC2A,"Concomitant administration of rifampin and propafenone in extensive metabolizers decreased the plasma concentrations of propafenone by 67% with a corresponding decrease of 5OH-propafenone by 65%. The concentrations of norpropafenone increased by 30%. In poor metabolizers, there was a 50% decrease in propafenone plasma concentrations and increased the AUC and Cmax of norpropafenone by 74 and 20%, respectively. Urinary excretion of propafenone and its metabolites decreased significantly. Similar results were noted in elderly patients: Both the AUC and Cmax propafenone decreased by 84%, with a corresponding decrease in AUC and Cmax of 5OH-propafenone by 69 and 57%",ncit:positive,ncit:quantitative,rifampin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:B78D3AA4-4026-48DC-82D7-6DF683CBA40F,"Concomitant administration of rifampin and propafenone in extensive metabolizers decreased the plasma concentrations of propafenone by 67% with a corresponding decrease of 5OH-propafenone by 65%. The concentrations of norpropafenone increased by 30%. In poor metabolizers, there was a 50% decrease in propafenone plasma concentrations and increased the AUC and Cmax of norpropafenone by 74 and 20%, respectively. Urinary excretion of propafenone and its metabolites decreased significantly. ",ncit:positive,ncit:Qualitative,metabolites,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite,dikbD2R:object-drug-of-interaction,rifampin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:615C0715-009A-434C-B361-D8025F1C0A19,Concomitant administration of rifampin and propafenone in extensive metabolizers decreased the plasma concentrations of propafenone by 67% with a corresponding decrease of 5OH-propafenone by 65%. The concentrations of norpropafenone increased by 30%,ncit:positive,ncit:quantitative,norpropafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite,dikbD2R:object-drug-of-interaction,rifampin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:EAF5ABD0-B974-4DCB-9DC2-21DEBA007B73,"Concomitant administration of quinidine (50 mg three times daily) with 150 mg immediate-release propafenone three times daily decreased the clearance of propafenone by 60% in EM, making them PM",ncit:positive,ncit:quantitative,quinidine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,immediate-release propafenone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-product,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:3B24C819-CE68-4748-97F7-68F2A9F0B89E,Concomitant administration of fluvastatin (40 mg) and itraconazole (100 mg daily x 4 days) does not affect plasma itraconazole or fluvastatin levels,ncit:negative,ncit:quantitative,fluvastatin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,itraconazole,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:7EF94081-F961-4EC3-BFFC-9BCF936E9081,Concomitant administration of fluvastatin (40 mg) and itraconazole (100 mg daily x 4 days) does not affect plasma itraconazole or fluvastatin levels,ncit:negative,ncit:quantitative,fluvastatin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,itraconazole,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:4CC99096-3D63-42D4-973E-076D0C4DF9D5,"In a placebo-controlled trial in normal volunteers, administration of sertraline for 17 days (including 200 mg/day for the last 10 days) did not change serum digoxin levels or digoxin renal clearance",ncit:negative,ncit:quantitative,sertraline,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,digoxin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:363220D6-B325-499D-A95B-3372D7AE439C,"In a pharmacokinetic study between atazanavir 400 mg once daily and diltiazem 180 mg once daily, a CYP3A substrate, there was a 2-fold increase in the diltiazem plasma concentration and an additive effect on the PR interval.",ncit:positive,ncit:quantitative,atazanavir,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,diltiazem,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:DC53D35A-E5B2-4251-8CD1-F97A95820653,"In a pharmacokinetic study between atazanavir 400 mg once daily and atenolol 50 mg once daily, there was no substantial additive effect of atazanavir and atenolol on the PR interval. [",ncit:negative,ncit:quantitative,atazanavir,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,atenolol,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:ec45f2d6-22be-4c2e-8738-6d8fadff5443,"Although the mechanism is not fully understood, cyclosporine has been shown to increase the AUC of statins. The increase in AUC for simvastatin acid is presumably due, in part, to inhibition of CYP3A4. ",ncit:positive,ncit:Qualitative,simvastatin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,cyclosporine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:3DF53145-533C-4042-BE99-5192CC9E8E91,Coadministration of simvastatin (40 mg QD for 10 days) resulted in an increase in the maximum mean levels of cardioactive digoxin (given as a single 0.4 mg dose on day 10) by approximately 0.3 ng/mL,ncit:positive,ncit:quantitative,digoxin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,simvastatin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:03848CDE-BE3A-45B3-A6DD-4B788F8133B8,"In a study of 12 healthy volunteers, simvastatin at the 80-mg dose had no effect on the metabolism of the probe cytochrome P450 isoform 3A4 (CYP3A4) substrates midazolam and erythromycin. ",ncit:negative,ncit:quantitative,erythromycin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,simvastatin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:368E6ECC-82BE-4305-B5DE-BB049E896446,"In a study of 12 healthy volunteers, simvastatin at the 80-mg dose had no effect on the metabolism of the probe cytochrome P450 isoform 3A4 (CYP3A4) substrates midazolam and erythromycin. ",ncit:negative,ncit:quantitative,midazolam,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,simvastatin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:AA651EA9-6A07-44C3-A582-07710CB78A80,"In one study, concomitant administration of digoxin with simvastatin resulted in a slight elevation in digoxin concentrations in plasma.",ncit:positive,ncit:Qualitative,simvastatin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,digoxin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:FBEF1F68-38A0-4109-A395-B7F1BFA258AF,"In an open-label, single-arm, eight-day, pharmacokinetic study of 28 adult rheumatoid arthritis patients (who required the chronic use of 7.5 to 15 mg of methotrexate given weekly), administration of 7 days of naproxen 500 mg twice daily and lansoprazole delayed-release capsules 30 mg daily had no effect on the pharmacokinetics of methotrexate and 7-hydroxymethotrexate.",ncit:negative,ncit:quantitative,naproxen,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,7-hydroxymethotrexate.,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:76C97797-1CC2-4D65-B802-A1C3636C1A06," In a single-dose crossover study examining lansoprazole delayed-release capsules 30 mg and omeprazole 20 mg each administered alone and concomitantly with sucralfate 1 gram, absorption of the proton pump inhibitors was delayed and their bioavailability was reduced by 17% and 16%, respectively, when administered concomitantly with sucralfate.",ncit:positive,ncit:quantitative,lansoprazole delayed-release capsules,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-product,dikbD2R:object-drug-of-interaction,sucralfate,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:94B24F1D-6A9E-4A61-841A-7B34A381FA39,"It is theoretically possible that lansoprazole may interfere with the absorption of other drugs where gastric pH is an important determinant of bioavailability (e.g., ketoconazole, ampicillin esters, iron salts, digoxin)",ncit:positive,ncit:Qualitative,ampicillin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,lansoprazole,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
