z,Precipitant Type,Precipitant,Precipitant Annotator,Precipitant Span Start,Precipitant SpanEnd,Object Type,Object,Object Annotator,Metabolite,Object Span Start,Object Span End,Modality,Interaction Phrase Type,Interaction Phrase,Interaction Phrase Annotator,Interaction Phrase Span Start,Interaction Phrase Span End
package-insert-section-19.txt,Active ingredient,sertraline ,consensus set annotator team,70,80,Active ingredient,digoxin ,consensus set annotator team,,158,165,Negative,Qualitative,"In a placebo-controlled trial in normal volunteers, administration of sertraline for 17 days (including 200 mg/day for the last 10 days) did not change serum digoxin levels or digoxin renal clearance.",consensus set annotator team,137,172
package-insert-section-191.txt,Active ingredient,fluvastatin ,consensus set annotator team,45,56,Active ingredient,itraconazole ,consensus set annotator team,,69,81,Negative,Qualitative,"Itraconazole:

Concomitant administration of fluvastatin (40 mg) and itraconazole (100 mg daily x 4 days) does not affect plasma itraconazole or fluvastatin levels.",consensus set annotator team,106,163
package-insert-section-191.txt,Active ingredient,itraconazole ,consensus set annotator team,69,81,Active ingredient,fluvastatin ,consensus set annotator team,,45,56,Negative,Qualitative,"Itraconazole:

Concomitant administration of fluvastatin (40 mg) and itraconazole (100 mg daily x 4 days) does not affect plasma itraconazole or fluvastatin levels.",consensus set annotator team,106,163
package-insert-section-192.txt,Active ingredient,Erythromycin ,consensus set annotator team,15,27,Active ingredient,fluvastatin ,consensus set annotator team,,95,106,Negative,Qualitative,"Erythromycin:

Erythromycin (500 mg, single dose) did not affect steady-state plasma levels of fluvastatin (40 mg daily).",consensus set annotator team,50,91
package-insert-section-194.txt,Active ingredient,paroxetine ,consensus set annotator team,103,113,Active ingredient,propafenone ,consensus set annotator team,,283,294,Positive,Qualitative,"7 DRUG INTERACTIONS

7.1 CYP2D6 and CYP3A4 Inhibitors

Drugs that inhibit CYP2D6 (such as desipramine, paroxetine, ritonavir, sertraline) and CYP3A4 (such as ketoconazole, ritonavir, saquinavir, erythromycin, and grapefruit juice) can be expected to cause increased plasma levels of propafenone.",consensus set annotator team,250,279
package-insert-section-194.txt,Active ingredient,ritonavir ,consensus set annotator team,115,124,Active ingredient,propafenone ,consensus set annotator team,,283,294,Positive,Qualitative,"7 DRUG INTERACTIONS

7.1 CYP2D6 and CYP3A4 Inhibitors

Drugs that inhibit CYP2D6 (such as desipramine, paroxetine, ritonavir, sertraline) and CYP3A4 (such as ketoconazole, ritonavir, saquinavir, erythromycin, and grapefruit juice) can be expected to cause increased plasma levels of propafenone.",consensus set annotator team,250,279
package-insert-section-194.txt,Active ingredient,ritonavir ,consensus set annotator team,172,181,Active ingredient,propafenone ,consensus set annotator team,,283,294,Positive,Qualitative,"7 DRUG INTERACTIONS

7.1 CYP2D6 and CYP3A4 Inhibitors

Drugs that inhibit CYP2D6 (such as desipramine, paroxetine, ritonavir, sertraline) and CYP3A4 (such as ketoconazole, ritonavir, saquinavir, erythromycin, and grapefruit juice) can be expected to cause increased plasma levels of propafenone.",consensus set annotator team,250,279
package-insert-section-194.txt,Active ingredient,sertraline ,consensus set annotator team,126,136,Active ingredient,propafenone ,consensus set annotator team,,283,294,Positive,Qualitative,"7 DRUG INTERACTIONS

7.1 CYP2D6 and CYP3A4 Inhibitors

Drugs that inhibit CYP2D6 (such as desipramine, paroxetine, ritonavir, sertraline) and CYP3A4 (such as ketoconazole, ritonavir, saquinavir, erythromycin, and grapefruit juice) can be expected to cause increased plasma levels of propafenone.",consensus set annotator team,250,279
package-insert-section-194.txt,Active ingredient,ketoconazole ,consensus set annotator team,158,170,Active ingredient,propafenone ,consensus set annotator team,,283,294,Positive,Qualitative,"7 DRUG INTERACTIONS

7.1 CYP2D6 and CYP3A4 Inhibitors

Drugs that inhibit CYP2D6 (such as desipramine, paroxetine, ritonavir, sertraline) and CYP3A4 (such as ketoconazole, ritonavir, saquinavir, erythromycin, and grapefruit juice) can be expected to cause increased plasma levels of propafenone.",consensus set annotator team,250,279
package-insert-section-194.txt,Active ingredient,saquinavir ,consensus set annotator team,183,193,Active ingredient,propafenone ,consensus set annotator team,,283,294,Positive,Qualitative,"7 DRUG INTERACTIONS

7.1 CYP2D6 and CYP3A4 Inhibitors

Drugs that inhibit CYP2D6 (such as desipramine, paroxetine, ritonavir, sertraline) and CYP3A4 (such as ketoconazole, ritonavir, saquinavir, erythromycin, and grapefruit juice) can be expected to cause increased plasma levels of propafenone.",consensus set annotator team,250,279
package-insert-section-194.txt,Active ingredient,erythromycin ,consensus set annotator team,195,207,Active ingredient,propafenone ,consensus set annotator team,,283,294,Positive,Qualitative,"7 DRUG INTERACTIONS

7.1 CYP2D6 and CYP3A4 Inhibitors

Drugs that inhibit CYP2D6 (such as desipramine, paroxetine, ritonavir, sertraline) and CYP3A4 (such as ketoconazole, ritonavir, saquinavir, erythromycin, and grapefruit juice) can be expected to cause increased plasma levels of propafenone.",consensus set annotator team,250,279
package-insert-section-194.txt,Active ingredient,desipramine ,consensus set annotator team,90,101,Active ingredient,propafenone ,consensus set annotator team,,283,294,Positive,Qualitative,"7 DRUG INTERACTIONS

7.1 CYP2D6 and CYP3A4 Inhibitors

Drugs that inhibit CYP2D6 (such as desipramine, paroxetine, ritonavir, sertraline) and CYP3A4 (such as ketoconazole, ritonavir, saquinavir, erythromycin, and grapefruit juice) can be expected to cause increased plasma levels of propafenone.",consensus set annotator team,250,279
package-insert-section-194.txt,Active ingredient,cimetidine ,consensus set annotator team,891,901,Active ingredient,propafenone ,consensus set annotator team,,849,860,Positive,Quantitative,"Cimetidine

Concomitant administration of propafenone immediate release tablets and cimetidine in 12 healthy subjects resulted in a 20% increase in steady-state plasma concentrations of propafenone.",consensus set annotator team,939,989
package-insert-section-194.txt,Active ingredient,fluoxetine ,consensus set annotator team,1065,1075,Active ingredient,propafenone ,consensus set annotator team,,1049,1060,Positive,Quantitative,"Fluoxetine

Concomitant administration of propafenone and fluoxetine in extensive metabolizers increased the S propafenone Cmax and AUC by 39 and 50% and the R propafenone Cmax and AUC by 71 and 50%.",consensus set annotator team,1102,1205
package-insert-section-194.txt,Active ingredient,quinidine ,consensus set annotator team,1421,1430,Active ingredient,propafenone ,consensus set annotator team,,1487,1498,Positive,Quantitative,"Concomitant administration of quinidine (50 mg three times daily) with 150 mg immediate-release propafenone three times daily decreased the clearance of propafenone by 60% in EM, making them PM.",consensus set annotator team,1599,1666
package-insert-section-194.txt,Active ingredient,quinidine ,consensus set annotator team,1724,1733,Active ingredient,propafenone ,consensus set annotator team,,1775,1786,Positive,Quantitative,A 100 mg dose of quinidine increased steady state concentrations of propafenone 3-fold.,consensus set annotator team,1734,1793
package-insert-section-194.txt,Active ingredient,rifampin ,consensus set annotator team,1888,1896,Active ingredient,propafenone ,consensus set annotator team,,1901,1912,Positive,Quantitative,"Rifampin

Concomitant administration of rifampin and propafenone in extensive metabolizers decreased the plasma concentrations of propafenone by 67% with a corresponding decrease of 5OH-propafenone by 65%.",consensus set annotator team,1939,1996
package-insert-section-194.txt,Active ingredient,rifampin ,consensus set annotator team,1888,1896,Active ingredient,propafenone ,consensus set annotator team,,2159,2170,Positive,Quantitative,"Rifampin

Concomitant administration of rifampin and propafenone in extensive metabolizers decreased the plasma concentrations of propafenone by 67% with a corresponding decrease of 5OH-propafenone by 65%.",consensus set annotator team,2141,2192
package-insert-section-194.txt,Active ingredient,rifampin ,consensus set annotator team,1888,1896,Active ingredient,propafenone ,consensus set annotator team,,2419,2430,Positive,Quantitative,"Rifampin

Concomitant administration of rifampin and propafenone in extensive metabolizers decreased the plasma concentrations of propafenone by 67% with a corresponding decrease of 5OH-propafenone by 65%.",consensus set annotator team,2397,2446
package-insert-section-194.txt,Active ingredient,rifampin ,consensus set annotator team,1888,1896,Active ingredient,propafenone ,consensus set annotator team,,1978,1989,Positive,Quantitative,"Rifampin

Concomitant administration of rifampin and propafenone in extensive metabolizers decreased the plasma concentrations of propafenone by 67% with a corresponding decrease of 5OH-propafenone by 65%.",consensus set annotator team,2058,2106
package-insert-section-194.txt,Active ingredient,rifampin ,consensus set annotator team,1888,1896,Active ingredient,propafenone ,consensus set annotator team,,1978,1989,Positive,Quantitative,"Rifampin

Concomitant administration of rifampin and propafenone in extensive metabolizers decreased the plasma concentrations of propafenone by 67% with a corresponding decrease of 5OH-propafenone by 65%.",consensus set annotator team,2197,2254
package-insert-section-194.txt,Active ingredient,rifampin ,consensus set annotator team,1888,1896,Active ingredient,propafenone ,consensus set annotator team,,2419,2430,Positive,Quantitative,"Rifampin

Concomitant administration of rifampin and propafenone in extensive metabolizers decreased the plasma concentrations of propafenone by 67% with a corresponding decrease of 5OH-propafenone by 65%.",consensus set annotator team,2470,2527
package-insert-section-194.txt,Active ingredient,propafenone ,consensus set annotator team,2562,2573,Active ingredient,digoxin ,consensus set annotator team,,2578,2585,Positive,Quantitative,"7.2 Digoxin

Concomitant use of propafenone and digoxin increased steady-state serum digoxin exposure (AUC) in patients by 60 to 270%, and decreased the clearance of digoxin by 31 to 67%.",consensus set annotator team,2586,2663
package-insert-section-194.txt,Active ingredient,propafenone ,consensus set annotator team,2868,2879,Active ingredient,warfarin ,consensus set annotator team,,2884,2892,Positive,Quantitative,"7.3 Warfarin

The concomitant administration of propafenone and warfarin increased warfarin plasma concentrations at steady state by 39% in healthy volunteers and prolonged the prothrombin time (PT) in patients taking warfarin.",consensus set annotator team,2893,2956
package-insert-section-194.txt,Active ingredient,propafenone ,consensus set annotator team,3474,3485,Active ingredient,propranolol ,consensus set annotator team,,3490,3501,Positive,Quantitative,"7.5 Beta-Antagonists

Concomitant use of propafenone and propranolol in healthy subjects increased propranolol plasma concentrations at steady state by 113%.",consensus set annotator team,3522,3589
package-insert-section-194.txt,Active ingredient,propafenone ,consensus set annotator team,3640,3651,Active ingredient,metoprolol ,consensus set annotator team,,3624,3634,Positive,Quantitative,"In 4 patients, administration of metoprolol with propafenone increased the metoprolol plasma concentrations at steady state by 100-400%.",consensus set annotator team,3652,3726
package-insert-section-194.txt,Active ingredient,propranolol ,consensus set annotator team,3815,3826,Active ingredient,propafenone ,consensus set annotator team,,3752,3763,Negative,Qualitative,The pharmacokinetics of propafenone was not affected by the coadministration of either propranolol or metoprolol.,consensus set annotator team,3728,3780
package-insert-section-194.txt,Active ingredient,metoprolol ,consensus set annotator team,3830,3840,Active ingredient,propafenone ,consensus set annotator team,,3867,3878,Negative,Qualitative,The pharmacokinetics of propafenone was not affected by the coadministration of either propranolol or metoprolol.,consensus set annotator team,3728,3780
package-insert-section-194.txt,Active ingredient,propafenone ,consensus set annotator team,4086,4097,Active ingredient,lidocaine ,consensus set annotator team,,4101,4110,Negative,Qualitative,"7.6 Lidocaine

No significant effects on the pharmacokinetics of propafenone or lidocaine have been seen following their concomitant use in patients.",consensus set annotator team,4036,4125
package-insert-section-194.txt,Active ingredient,lidocaine ,consensus set annotator team,4101,4110,Active ingredient,propafenone ,consensus set annotator team,,4086,4097,Negative,Qualitative,"7.6 Lidocaine

No significant effects on the pharmacokinetics of propafenone or lidocaine have been seen following their concomitant use in patients.",consensus set annotator team,4036,4125
package-insert-section-197.txt,Active ingredient,zidovudine ,consensus set annotator team,5923,5933,Active ingredient,Phenytoin ,consensus set annotator team,,5843,5852,Positive,Qualitative,"Phenytoin:  Phenytoin plasma levels have been reported to be low in some patients receiving zidovudine, while in one case a high level was documented.",consensus set annotator team,5853,5895
package-insert-section-197.txt,Active ingredient,zidovudine ,consensus set annotator team,6138,6148,Active ingredient,phenytoin ,consensus set annotator team,,6093,6102,Negative,Qualitative,"However, in a pharmacokinetic interaction study in which 12 HIV-1-positive volunteers received a single 300 mg phenytoin dose alone and during steady-state zidovudine conditions (200 mg every 4 hours), no change in phenytoin kinetics was observed.",consensus set annotator team,6184,6215
package-insert-section-197.txt,Active ingredient,phenytoin ,consensus set annotator team,6286,6295,Active ingredient,zidovudine ,consensus set annotator team,,6299,6309,Positive,Quantitative,"Although not designed to optimally assess the effect of phenytoin on zidovudine kinetics, a 30% decrease in oral zidovudine clearance was observed with phenytoin.",consensus set annotator team,6322,6376
package-insert-section-197.txt,Active ingredient,ribavirin ,consensus set annotator team,6728,6737,Active ingredient,stavudine ,consensus set annotator team,,6763,6772,Negative,Qualitative,"However, no pharmacokinetic (e.g., plasma concentrations or intracellular triphosphorylated active metabolite concentrations) or pharmacodynamic (e.g., loss of HIV-1/HCV virologic suppression) interaction was observed when ribavirin and lamivudine (n = 18), stavudine (n = 10), or zidovudine (n = 6) were coadministered as part of a multi-drug regimen to HIV-1/HCV co-infected patients [see Warnings and Precautions (5.4)].",consensus set annotator team,6514,6722
package-insert-section-197.txt,Active ingredient,ribavirin ,consensus set annotator team,6728,6737,Active ingredient,zidovudine ,consensus set annotator team,,6786,6796,Negative,Qualitative,"However, no pharmacokinetic (e.g., plasma concentrations or intracellular triphosphorylated active metabolite concentrations) or pharmacodynamic (e.g., loss of HIV-1/HCV virologic suppression) interaction was observed when ribavirin and lamivudine (n = 18), stavudine (n = 10), or zidovudine (n = 6) were coadministered as part of a multi-drug regimen to HIV-1/HCV co-infected patients [see Warnings and Precautions (5.4)].",consensus set annotator team,6514,6722
package-insert-section-197.txt,Active ingredient,ribavirin ,consensus set annotator team,6728,6737,Active ingredient,lamivudine ,consensus set annotator team,,6742,6752,Negative,Qualitative,"However, no pharmacokinetic (e.g., plasma concentrations or intracellular triphosphorylated active metabolite concentrations) or pharmacodynamic (e.g., loss of HIV-1/HCV virologic suppression) interaction was observed when ribavirin and lamivudine (n = 18), stavudine (n = 10), or zidovudine (n = 6) were coadministered as part of a multi-drug regimen to HIV-1/HCV co-infected patients [see Warnings and Precautions (5.4)].",consensus set annotator team,6514,6722
package-insert-section-198.txt,Active ingredient,methadone ,consensus set annotator team,66,75,Active ingredient,didanosine ,consensus set annotator team,,114,124,Positive,Qualitative,"Didanosine and Stavudine

Experimental evidence demonstrated that methadone decreased the AUC and peak levels for didanosine and stavudine, with a more significant decrease for didanosine.",consensus set annotator team,76,109
package-insert-section-198.txt,Active ingredient,methadone ,consensus set annotator team,66,75,Active ingredient,stavudine ,consensus set annotator team,,129,138,Positive,Qualitative,"Didanosine and Stavudine

Experimental evidence demonstrated that methadone decreased the AUC and peak levels for didanosine and stavudine, with a more significant decrease for didanosine.",consensus set annotator team,76,109
package-insert-section-199.txt,Active ingredient,methadone ,consensus set annotator team,52,61,Active ingredient,zidovudine ,consensus set annotator team,,125,135,Positive,Qualitative,"Zidovudine

Experimental evidence demonstrated that methadone increased the area under the concentration-time curve (AUC) of zidovudine which could result in toxic effects.",consensus set annotator team,62,121
package-insert-section-200.txt,Active ingredient,rifampin ,consensus set annotator team,82,90,Active ingredient,methadone ,consensus set annotator team,,41,50,Positive,Qualitative,"Rifampin

In patients well-stabilized on methadone, concomitant administration of rifampin resulted in a marked reduction in serum methadone levels and a concurrent appearance of withdrawal symptoms.",consensus set annotator team,112,147
package-insert-section-201.txt,Active ingredient,phenytoin ,consensus set annotator team,86,95,Active ingredient,methadone ,consensus set annotator team,,55,64,Positive,Quantitative,"Phenytoin

In a pharmacokinetic study with patients on methadone maintenance therapy, phenytoin administration (250 mg b.i.d.initially for 1 day followed by 300 mg QD for 3 to 4 days) resulted in an approximately 50% reduction in methadone exposure and withdrawal symptoms occurred concurrently.",consensus set annotator team,214,249
package-insert-section-202.txt,Active ingredient,voriconazole ,consensus set annotator team,49,61,Active ingredient,methadone ,consensus set annotator team,,147,156,Positive,Quantitative,"Voriconazole

Repeat dose administration of oral voriconazole (400mg Q12h for 1 day, then 200mg Q12h for 4 days) increased the Cmax and AUC of (R)-methadone by 31% and 47%, respectively, in subjects receiving a methadone maintenance dose (30 to 100 mg QD).",consensus set annotator team,261,316
package-insert-section-202.txt,Active ingredient,voriconazole ,consensus set annotator team,49,61,Active ingredient,methadone ,consensus set annotator team,,281,290,Positive,Quantitative,"Voriconazole

Repeat dose administration of oral voriconazole (400mg Q12h for 1 day, then 200mg Q12h for 4 days) increased the Cmax and AUC of (R)-methadone by 31% and 47%, respectively, in subjects receiving a methadone maintenance dose (30 to 100 mg QD).",consensus set annotator team,261,316
package-insert-section-203.txt,Active ingredient,methadone ,consensus set annotator team,72,81,Active ingredient,desipramine ,consensus set annotator team,,29,40,Positive,Qualitative,"Desipramine

Blood levels of desipramine have increased with concurrent methadone administration.",consensus set annotator team,13,55
package-insert-section-207.txt,Active ingredient,omeprazole ,consensus set annotator team,597,607,Active ingredient,clopidogrel ,consensus set annotator team,,696,707,Positive,Quantitative,"Omeprazole

In a crossover clinical study, 72 healthy subjects were administered Plavix (300 mg loading dose followed by 75 mg per day) alone and with omeprazole (80 mg at the same time as Plavix) for 5 days.",consensus set annotator team,659,751
package-insert-section-207.txt,Active ingredient,omeprazole ,consensus set annotator team,769,779,Drug product,Plavix ,consensus set annotator team,,758,764,Positive,Quantitative,The exposure to the active metabolite of clopidogrel was decreased by 46% (Day 1) and 42% (Day 5) when Plavix and omeprazole were administered together.,consensus set annotator team,659,751
package-insert-section-207.txt,Active ingredient,clopidogrel ,consensus set annotator team,1465,1476,Active ingredient,warfarin ,consensus set annotator team,,1532,1540,Negative,Qualitative,"7.3 Warfarin (CYP2C9 Substrates)

Although the administration of clopidogrel 75 mg per day did not modify the pharmacokinetics of S-warfarin (a CYP2C9 substrate) or INR in patients receiving long-term warfarin therapy, coadministration of Plavix with warfarin increases the risk of bleeding because of independent effects on hemostasis.",consensus set annotator team,1491,1526
package-insert-section-21.txt,Active ingredient,fluconazole ,consensus set annotator team,333,344,Active ingredient,norethindrone ,consensus set annotator team,,511,524,Positive,Qualitative,"In this placebo-controlled, double-blind, randomized, two-way crossover study carried out over three cycles of oral contraceptive treatment, fluconazole dosing resulted in small increases in the mean AUCs of ethinyl estradiol and norethindrone compared to similar placebo dosing.",consensus set annotator team,352,396
package-insert-section-21.txt,Active ingredient,fluconazole ,consensus set annotator team,333,344,Active ingredient,ethinyl estradiol ,consensus set annotator team,,489,506,Positive,Qualitative,"In this placebo-controlled, double-blind, randomized, two-way crossover study carried out over three cycles of oral contraceptive treatment, fluconazole dosing resulted in small increases in the mean AUCs of ethinyl estradiol and norethindrone compared to similar placebo dosing.",consensus set annotator team,352,396
package-insert-section-22.txt,Active ingredient,fluconazole ,consensus set annotator team,282,293,Active ingredient,ethinyl estradiol ,consensus set annotator team,,316,333,Negative,Qualitative,There was no significant difference in ethinyl estradiol or levonorgestrel AUC after the administration of 50 mg of fluconazole.,consensus set annotator team,176,244
package-insert-section-22.txt,Active ingredient,fluconazole ,consensus set annotator team,282,293,Active ingredient,levonorgestrel ,consensus set annotator team,,226,240,Negative,Qualitative,There was no significant difference in ethinyl estradiol or levonorgestrel AUC after the administration of 50 mg of fluconazole.,consensus set annotator team,176,244
package-insert-section-23.txt,Active ingredient,cimetidine ,consensus set annotator team,179,189,Active ingredient,fluconazole ,consensus set annotator team,,287,298,Positive,Quantitative,"After the administration of cimetidine, there was a significant decrease in fluconazole AUC and Cmax.",consensus set annotator team,275,385
package-insert-section-23.txt,Active ingredient,cimetidine ,consensus set annotator team,419,429,Active ingredient,fluconazole ,consensus set annotator team,,546,557,Negative,Qualitative,"However, the administration of cimetidine 600 mg to 900 mg intravenously over a four-hour period (from one hour before to 3 hours after a single oral dose of fluconazole 200 mg) did not affect the bioavailability or pharmacokinetics of fluconazole in 24 healthy male volunteers.",consensus set annotator team,566,620
package-insert-section-24.txt,Active ingredient,rifampin ,consensus set annotator team,76,84,Active ingredient,Fluconazole ,consensus set annotator team,,435,446,Positive,Quantitative,Administration of a single oral 200 mg dose of fluconazole after 15 days of rifampin administered as 600 mg daily in eight healthy male volunteers resulted in a significant decrease in fluconazole AUC and a significant increase in apparent oral clearance of fluconazole.,consensus set annotator team,447,508
package-insert-section-24.txt,Active ingredient,rifampin ,consensus set annotator team,76,84,Active ingredient,fluconazole ,consensus set annotator team,,47,58,Positive,Qualitative,Administration of a single oral 200 mg dose of fluconazole after 15 days of rifampin administered as 600 mg daily in eight healthy male volunteers resulted in a significant decrease in fluconazole AUC and a significant increase in apparent oral clearance of fluconazole.,consensus set annotator team,161,200
package-insert-section-25.txt,Active ingredient,fluconazole ,consensus set annotator team,186,197,Active ingredient,phenytoin ,consensus set annotator team,,349,358,Positive,Quantitative,"Phenytoin AUC was determined after 4 days of phenytoin dosing (200 mg daily, orally for 3 days followed by 250 mg intravenously for one dose) both with and without the administration of fluconazole (oral fluconazole 200 mg daily for 16 days) in 10 normal male volunteers.",consensus set annotator team,337,370
package-insert-section-26.txt,Active ingredient,fluconazole ,consensus set annotator team,81,92,Active ingredient,cyclosporine ,consensus set annotator team,,304,316,Positive,Qualitative,Cyclosporine AUC and Cmax were determined before and after the administration of fluconazole 200 mg daily for 14 days in eight renal transplant patients who had been on cyclosporine therapy for at least 6 months and on a stable cyclosporine dose for at least 6 weeks.,consensus set annotator team,280,332
package-insert-section-27.txt,Active ingredient,fluconazole ,consensus set annotator team,304,315,Active ingredient,zidovudine ,consensus set annotator team,,257,267,Positive,Qualitative,There was a significant increase in zidovudine AUC following the administration of fluconazole.,consensus set annotator team,233,271
package-insert-section-28.txt,Active ingredient,fluconazole ,consensus set annotator team,155,166,Active ingredient,theophylline ,consensus set annotator team,,354,366,Positive,Qualitative,The pharmacokinetics of theophylline were determined from a single intravenous dose of aminophylline (6 mg/kg) before and after the oral administration of fluconazole 200 mg daily for 14 days in 16 normal male volunteers.,consensus set annotator team,233,295
package-insert-section-28.txt,Active ingredient,fluconazole ,consensus set annotator team,155,166,Active ingredient,theophylline ,consensus set annotator team,,354,366,Positive,Qualitative,The pharmacokinetics of theophylline were determined from a single intravenous dose of aminophylline (6 mg/kg) before and after the oral administration of fluconazole 200 mg daily for 14 days in 16 normal male volunteers.,consensus set annotator team,233,295
package-insert-section-29.txt,Active ingredient,fluconazole ,consensus set annotator team,142,153,Active ingredient,Tolbutamide ,consensus set annotator team,,237,248,Positive,Quantitative,"In 13 normal male volunteers, there was significant increase in tolbutamide (500 mg single dose) AUC and Cmax following the administration of fluconazole.",consensus set annotator team,237,267
package-insert-section-29.txt,Active ingredient,fluconazole ,consensus set annotator team,142,153,Active ingredient,tolbutamide ,consensus set annotator team,,189,200,Positive,Quantitative,"In 13 normal male volunteers, there was significant increase in tolbutamide (500 mg single dose) AUC and Cmax following the administration of fluconazole.",consensus set annotator team,177,211
package-insert-section-30.txt,Active ingredient,fluconazole ,consensus set annotator team,112,123,Active ingredient,glipizide ,consensus set annotator team,,20,29,Positive,Qualitative,The AUC and Cmax of glipizide (2.5 mg single dose) were significantly increased following the administration of fluconazole in 13 normal male volunteers.,consensus set annotator team,0,79
package-insert-section-31.txt,Active ingredient,fluconazole ,consensus set annotator team,110,121,Active ingredient,glyburide ,consensus set annotator team,,20,29,Positive,Qualitative,The AUC and Cmax of glyburide (5 mg single dose) were significantly increased following the administration of fluconazole in 20 normal male volunteers.,consensus set annotator team,0,77
package-insert-section-32.txt,Active ingredient,Fluconazole ,consensus set annotator team,441,452,Active ingredient,midazolam ,consensus set annotator team,,481,490,Positive,Quantitative,Fluconazole reduced the clearance of IV midazolam by 51%.,consensus set annotator team,453,497
package-insert-section-32.txt,Active ingredient,fluconazole ,consensus set annotator team,527,538,Active ingredient,midazolam ,consensus set annotator team,,553,562,Positive,Quantitative,"On the first day of dosing, fluconazole increased the midazolam AUC and Cmax by 259% and 150%, respectively.",consensus set annotator team,539,592
package-insert-section-32.txt,Active ingredient,fluconazole ,consensus set annotator team,636,647,Active ingredient,midazolam ,consensus set annotator team,,662,671,Positive,Quantitative,"On the sixth day of dosing, fluconazole increased the midazolam AUC and Cmax by 259% and 74%, respectively.",consensus set annotator team,648,700
package-insert-section-33.txt,Active ingredient,fluconazole ,consensus set annotator team,350,361,Active ingredient,azithromycin ,consensus set annotator team,,366,378,Negative,Qualitative,There was no significant pharmacokinetic interaction between fluconazole and azithromycin.,consensus set annotator team,299,341
package-insert-section-33.txt,Active ingredient,azithromycin ,consensus set annotator team,366,378,Active ingredient,fluconazole ,consensus set annotator team,,350,361,Negative,Qualitative,There was no significant pharmacokinetic interaction between fluconazole and azithromycin.,consensus set annotator team,299,341
package-insert-section-35.txt,Active ingredient,magnesium ,consensus set annotator team,20,29,Active ingredient,nitrofurantoin ,consensus set annotator team,,80,94,Positive,Qualitative,"Antacids containing magnesium trisilicate, when administered concomitantly with nitrofurantoin, reduce both the rate and extent of absorption.",consensus set annotator team,96,141
package-insert-section-36.txt,Active ingredient,probenecid ,consensus set annotator team,26,36,Active ingredient,nitrofurantoin ,consensus set annotator team,,138,152,Positive,Qualitative,"Uricosuric drugs, such as probenecid and sulfinpyrazone, can inhibit renal tubular secretion of nitrofurantoin.",consensus set annotator team,126,165
package-insert-section-36.txt,Active ingredient,sulfinpyrazone ,consensus set annotator team,41,55,Active ingredient,nitrofurantoin ,consensus set annotator team,,138,152,Positive,Qualitative,"Uricosuric drugs, such as probenecid and sulfinpyrazone, can inhibit renal tubular secretion of nitrofurantoin.",consensus set annotator team,126,165
package-insert-section-38.txt,Active ingredient,fluvoxamine ,consensus set annotator team,296,307,Active ingredient,thioridazine ,consensus set annotator team,,172,184,Positive,Quantitative,"Concentrations of thioridazine and its two active metabolites, mesoridazine and sulforidazine, increased 3-fold following coadministration of fluvoxamine.",consensus set annotator team,154,265
package-insert-section-38.txt,Active ingredient,fluvoxamine ,consensus set annotator team,296,307,Metabolite,mesoridazine ,consensus set annotator team,thioridazine ,217,229,Positive,Quantitative,"Concentrations of thioridazine and its two active metabolites, mesoridazine and sulforidazine, increased 3-fold following coadministration of fluvoxamine.",consensus set annotator team,154,265
package-insert-section-38.txt,Active ingredient,fluvoxamine ,consensus set annotator team,296,307,Metabolite,sulforidazine ,consensus set annotator team,thioridazine ,234,247,Positive,Quantitative,"Concentrations of thioridazine and its two active metabolites, mesoridazine and sulforidazine, increased 3-fold following coadministration of fluvoxamine.",consensus set annotator team,154,265
package-insert-section-40.txt,Active ingredient,fluconazole ,consensus set annotator team,586,597,Active ingredient,glipizide ,consensus set annotator team,,566,575,Positive,Quantitative,The mean percentage increase in the glipizide AUC after fluconazole administration was 56.9% (range: 35 to 81).,consensus set annotator team,539,622
package-insert-section-42.txt,Active ingredient,allopurinol ,consensus set annotator team,105,116,Active ingredient,mercaptopurine ,consensus set annotator team,,241,255,Positive,Quantitative,"In patients receiving mercaptopurine or azathioprine, the concomitant administration of 300 to 600 mg of allopurinol sodium for injection per day will require a reduction in dose to approximately one-third to one-fourth of the usual dose of mercaptopurine or azathioprine.",consensus set annotator team,159,237
package-insert-section-42.txt,Active ingredient,allopurinol ,consensus set annotator team,105,116,Active ingredient,azathioprine ,consensus set annotator team,,259,271,Positive,Quantitative,"In patients receiving mercaptopurine or azathioprine, the concomitant administration of 300 to 600 mg of allopurinol sodium for injection per day will require a reduction in dose to approximately one-third to one-fourth of the usual dose of mercaptopurine or azathioprine.",consensus set annotator team,159,237
package-insert-section-44.txt,Active ingredient,paroxetine ,consensus set annotator team,69,79,Active ingredient,pimozide ,consensus set annotator team,,213,221,Positive,Quantitative,"In a controlled study of healthy volunteers, after immediate-release paroxetine hydrochloride was titrated to 60 mg daily, co-administration of a single dose of 2 mg pimozide was associated with mean increases in pimozide AUC of 151% and Cmax of 62%, compared to pimozide administered alone.",consensus set annotator team,200,249
package-insert-section-45.txt,Active ingredient,phenobarbital ,consensus set annotator team,147,160,Active ingredient,paroxetine ,consensus set annotator team,,115,125,Positive,Quantitative,"When a single oral 30-mg dose of immediate-release paroxetine  was administered at phenobarbital steady state (100 mg once daily for 14 days), paroxetine AUC and T were reduced (by an average of 25% and 38%, respectively) compared to paroxetine administered alone.",consensus set annotator team,218,271
